frame_idx,origin_source,mode,used_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z,obj_euler_x_deg,obj_euler_y_deg,obj_euler_z_deg,filter_mode,quat_order,apply_x_map
463,1,primary,0,-1.1829452433679482,0.3303538124374381,-0.2428852844619054,-0.09269715812856319,0.8833027354395705,-0.457833301229171,0.039650759456277225,-168.45788358038592,0.8498675626791102,-54.71130919966251,ema,wxyz,-X
464,1,primary,0,-1.1820925379600635,0.330311681741415,-0.24254059189526983,-0.08732906370612989,0.8836365182002884,-0.4582720477158014,0.03933025066597528,-169.02429321469725,0.6035446308171164,-54.76637791824959,ema,wxyz,-X
465,1,primary,0,-1.1798590625661238,0.32907165367386276,-0.2482170942090011,-0.08498459162098332,0.8836700102597095,-0.45856301730741683,0.04030994061689412,-169.2123157497351,0.3838966409895149,-54.81607250553274,ema,wxyz,-X
466,1,primary,0,-1.17942590028947,0.3290457361124133,-0.2476654652688043,-0.08204607709994519,0.8838769801772783,-0.4587093880152036,0.04019480677802086,-169.5187139529879,0.24156446408445573,-54.83414316205742,ema,wxyz,-X
467,1,primary,0,-1.1794420573402822,0.3275329182062081,-0.24563649251372086,-0.08009396878498494,0.883896468555816,-0.4591733090572679,0.03836484443114504,-169.81513908062266,0.32847416862247497,-54.873368114353184,ema,wxyz,-X
468,1,primary,0,-1.1783190768953553,0.32753924637105547,-0.24906864847008187,-0.07892629906618565,0.8839688198151826,-0.45917911647420906,0.03904233476923496,-169.89848993417908,0.1981408525044956,-54.881883929439496,ema,wxyz,-X
469,1,primary,0,-1.1782631694886008,0.32846726565927475,-0.24774701017608633,-0.07701130084474495,0.8841264524392077,-0.45920401003788924,0.039004522873426484,-170.09600492323713,0.10072233427460206,-54.88485191988213,ema,wxyz,-X
470,1,primary,0,-1.1775103650211407,0.326538272000496,-0.25091157933923663,-0.07793417212245304,0.88393521320934,-0.4594213538841832,0.03894641523132241,-170.00490859742698,0.1579663853030322,-54.91209166872645,ema,wxyz,-X
471,1,primary,0,-1.1771726608927995,0.3257580748292647,-0.2536738285466582,-0.07798728413237845,0.8838401097133335,-0.45952497562731637,0.03976733270276834,-169.9559705621493,0.07896978275615721,-54.93458754194149,ema,wxyz,-X
472,1,primary,0,-1.1773381997720818,0.3264684002827765,-0.2507601376250166,-0.07664222178090412,0.884024126036294,-0.45947992204388494,0.03880097504958949,-170.14449834706684,0.10480137664843225,-54.91813035066871,ema,wxyz,-X
473,1,primary,0,-1.1775902191575027,0.32671906769996534,-0.2510239034222326,-0.0760438097465788,0.8840179304567445,-0.45953881639851735,0.039417177134471126,-170.17289596635524,0.011412284651678583,-54.93252399149096,ema,wxyz,-X
474,1,primary,0,-1.1774070313072782,0.3260008747319515,-0.25168861098464157,-0.07675730844448865,0.8838893736874518,-0.4597277735558832,0.03870742698904718,-170.13774532792715,0.12311533110125697,-54.94898645473639,ema,wxyz,-X
475,1,primary,0,-1.178345134257315,0.32605393262459514,-0.24666653165790237,-0.07541863921493666,0.8840249509885107,-0.4598099781191772,0.03723840639407345,-170.35226608140175,0.2015168293795103,-54.94379462957611,ema,wxyz,-X
476,1,primary,0,-1.1783774957575144,0.32505216258550884,-0.24546463925179893,-0.07616470208673021,0.8839460755784868,-0.4599726401426641,0.03554495668331872,-170.3659450024182,0.41412078537949987,-54.94668307926692,ema,wxyz,-X
477,1,primary,0,-1.1784800067317183,0.32638725484006015,-0.24340188859806194,-0.07441921527143107,0.884160968068268,-0.45984058192820026,0.03560620949921147,-170.54075806882187,0.31390848440081054,-54.930734610600766,ema,wxyz,-X
478,1,primary,0,-1.179019049770476,0.327295131223845,-0.24191887587765307,-0.07265109518208378,0.8843153542911336,-0.45977116367354476,0.03631321506098581,-170.68367261491454,0.1478857199452041,-54.92938550383304,ema,wxyz,-X
479,1,primary,0,-1.1797401197449893,0.3257522950139716,-0.24067234212509966,-0.07336512390889424,0.8842296797495769,-0.45990654917555146,0.035233479380121065,-170.6680774804981,0.2964053129207852,-54.93559795848377,ema,wxyz,-X
480,1,primary,0,-1.1783678239252797,0.3251170628367447,-0.2491580553428672,-0.07450026934424853,0.8840283187625482,-0.4599008397407715,0.03787953404188381,-170.41198147016777,0.08894092029970208,-54.962432716477934,ema,wxyz,-X
481,1,primary,0,-1.178618147188602,0.3256440960970347,-0.24631843133246462,-0.0735976901017567,0.8841733995301859,-0.4598244201684141,0.03717905582047103,-170.54120727315853,0.11107171975263337,-54.94520867439562,ema,wxyz,-X
482,1,primary,0,-1.1790795812068195,0.32619365932278843,-0.24423860357573782,-0.07278389253526553,0.884256884378158,-0.45985771626849087,0.03637510420021127,-170.66685884209787,0.14957633633308004,-54.94115585629648,ema,wxyz,-X
483,1,primary,0,-1.1794594994251604,0.3249407036238995,-0.24456102410959923,-0.07355673864595265,0.8840373763885442,-0.4601818081414428,0.036055884450430856,-170.6050149332394,0.22628723257808053,-54.979476010897585,ema,wxyz,-X
484,1,primary,0,-1.1797107280072714,0.3263204719202028,-0.24213612322154535,-0.07210168825165778,0.8841923249888792,-0.46010396557568906,0.036188670099163406,-170.74637184125362,0.1348203406811059,-54.970995932888115,ema,wxyz,-X
485,1,primary,0,-1.1802094458385823,0.3266981738711692,-0.240762752344364,-0.07161469070357596,0.8842016847835424,-0.46016092940474834,0.03620270363846428,-170.795304503175,0.10815055574339248,-54.978513317891036,ema,wxyz,-X
486,1,primary,0,-1.1791270616455216,0.32644706599239925,-0.24432239381352241,-0.07244816298509207,0.8841475360658221,-0.4600681835217818,0.03703599141091727,-170.66608135364575,0.06712937695627967,-54.97515438967404,ema,wxyz,-X
487,1,primary,0,-1.1786101154780304,0.3281590890751914,-0.24499223401473635,-0.07157546627691522,0.8843678264349327,-0.4597258918141285,0.037717430847012026,-170.71894512162694,-0.0516793414595443,-54.9382292363678,ema,wxyz,-X
488,1,primary,0,-1.1795411699093958,0.327433994604814,-0.24200848425109925,-0.07157083801430414,0.8842687797392899,-0.4599989741345792,0.036705369082086985,-170.773098570502,0.05329655742334801,-54.96284145289439,ema,wxyz,-X
489,1,primary,0,-1.1795403979257084,0.3287592043241849,-0.2402415961911033,-0.07009256905387493,0.8845261745927477,-0.45969992794937103,0.03710059928210006,-170.9029155542175,-0.06817078828224424,-54.92841372257661,ema,wxyz,-X
490,1,primary,0,-1.1791723147977475,0.32691217062496725,-0.24156146312977925,-0.07168301602707762,0.8842773542420449,-0.45998354931745183,0.03647246009347644,-170.77400892969084,0.08264777239601301,-54.95844554306232,ema,wxyz,-X
491,1,primary,0,-1.179568718170432,0.3271901863279143,-0.24121627791859432,-0.0712487504801621,0.8843264056814137,-0.4599519664623141,0.03653234617510273,-170.81512361944706,0.053226011478566655,-54.95501537254968,ema,wxyz,-X
492,1,primary,0,-1.178997400137847,0.3265265935017645,-0.24381678384189479,-0.07181656243980387,0.884332357141232,-0.4598514160304429,0.036542285740752606,-170.75667229854508,0.08129382867435858,-54.94214778115176,ema,wxyz,-X
493,1,primary,0,-1.1796539310564618,0.32701454900691185,-0.23898083619471083,-0.07034449004090329,0.8845096072583445,-0.4598773235513581,0.03474557053516324,-171.00205892140997,0.18530001437909427,-54.92738181920591,ema,wxyz,-X
494,1,primary,0,-1.1789461051652241,0.328207313176632,-0.24196786680888585,-0.0698273196026057,0.8845659348988294,-0.45970307359867457,0.036610604715124784,-170.95594964343294,-0.03261967443946666,-54.923783473988976,ema,wxyz,-X
495,1,primary,0,-1.1778409153048723,0.32637057769644606,-0.24690259758819272,-0.07202178559412478,0.8843307928848836,-0.4597759559345342,0.03712117320226315,-170.7050385075815,0.0328291987571786,-54.93843652172379,ema,wxyz,-X
496,1,primary,0,-1.1783090924301414,0.32668995541283424,-0.24471880166723967,-0.0714832847198429,0.8844263211037435,-0.4597246274491865,0.03651697497420144,-170.79200065764198,0.06486486405604235,-54.92558030645344,ema,wxyz,-X
497,1,primary,0,-1.1787585164010244,0.32453081830494745,-0.24547998673648191,-0.07329086071199432,0.8841168664687694,-0.4600619920364206,0.0361770596513845,-170.62568186611875,0.19865526594200444,-54.96534305719463,ema,wxyz,-X
498,1,primary,0,-1.1784457074161425,0.32291337051773006,-0.24998234035097808,-0.07505078754688085,0.8838469544713419,-0.4602202359289926,0.03713858911952818,-170.39518179225587,0.196532044145783,-54.99558930345721,ema,wxyz,-X
499,1,primary,0,-1.1785324918293643,0.32451105692220883,-0.24926791617338698,-0.07383165974811026,0.884046737482592,-0.46000270472401505,0.03752017606322248,-170.49926555834077,0.09089107647671657,-54.97175250258709,ema,wxyz,-X
500,1,primary,0,-1.1784969964741112,0.3242628322155845,-0.24939668660168732,-0.07387641280107665,0.8840176099712849,-0.4600608763266022,0.03740495910839793,-170.50081966032107,0.1055394196626017,-54.97801637472549,ema,wxyz,-X
501,1,primary,0,-1.178595730190544,0.3234902604508687,-0.24811462223920158,-0.07464893543377743,0.8840357755018788,-0.46001280834666,0.03600694694658844,-170.49614008172017,0.28740109366824296,-54.95702701063746,ema,wxyz,-X
502,1,primary,0,-1.177356462791911,0.3213824244225817,-0.2547051166591956,-0.0769656586403077,0.8836651888434219,-0.4602511231575611,0.037162145371152075,-170.198583595653,0.2961788596126228,-54.99951147730661,ema,wxyz,-X
503,1,primary,0,-1.1780876069100568,0.32209355220231983,-0.2501602222618859,-0.07579096757035034,0.8838077999112169,-0.4602813990113961,0.03578457453926903,-170.39151343054507,0.3733976902384087,-54.98903582807527,ema,wxyz,-X
504,1,primary,0,-1.178022198828801,0.3234956394657962,-0.25017050933148643,-0.0747958553070948,0.883950286985318,-0.46009954477964304,0.036686224403985265,-170.44515817108436,0.22743509258695613,-54.97529546303407,ema,wxyz,-X
505,1,primary,0,-1.1779324915985743,0.32391014797533646,-0.24849761021606281,-0.07395128139261734,0.8840714054188762,-0.46006671327701903,0.03588282925807638,-170.57391220703863,0.2635087659530085,-54.96280032514954,ema,wxyz,-X
506,1,primary,0,-1.1781055960407467,0.3233706099490364,-0.24857525909993142,-0.07473859152996878,0.8840019938522772,-0.4601017005506237,0.03551116657812311,-170.5133043171414,0.34325086971490404,-54.963296373140146,ema,wxyz,-X
507,1,primary,0,-1.1780916464094768,0.3253264973215388,-0.248205097425492,-0.07308525180474547,0.8842429079919595,-0.45982581054311966,0.03651369048621484,-170.62876304002373,0.151205260890427,-54.938459121577495,ema,wxyz,-X
508,1,primary,0,-1.1775181040407903,0.32524050036002217,-0.24938761509939303,-0.07342328934750016,0.8842513382520621,-0.45976070330130764,0.036451160210856495,-170.59757802851823,0.17477026929903616,-54.92939100315368,ema,wxyz,-X
509,1,primary,0,-1.1778728031002306,0.32631580232775326,-0.24864062583683344,-0.07248151606326923,0.8843384072942765,-0.459666794824507,0.03739584133506309,-170.6435721137356,0.028277463049525667,-54.92725179555253,ema,wxyz,-X
510,1,primary,0,-1.1778900473050895,0.32671372822217126,-0.24772824499650362,-0.0720457548833486,0.8844774452042325,-0.459515925488592,0.036799080839678464,-170.71965255564385,0.06396670898934814,-54.901611393261845,ema,wxyz,-X
511,1,primary,0,-1.1773809668613828,0.32643576849095035,-0.2513606481086922,-0.07319769651705461,0.884249430097324,-0.45966604055947696,0.03810739762209236,-170.53277473592632,-0.005723767453571887,-54.93468134811554,ema,wxyz,-X
512,1,primary,0,-1.1782509506512224,0.32743732763522004,-0.24556318160453594,-0.07170193587021546,0.8844908203102537,-0.4595785436680157,0.03636458963529927,-170.7777580218679,0.09035840940550469,-54.905194689742494,ema,wxyz,-X
513,1,primary,0,-1.178593380735632,0.32651338953524667,-0.2438616129084264,-0.07176876815753576,0.8844175392826273,-0.4597575538834541,0.035747052654939174,-170.80368616995386,0.15824116871990587,-54.9219013660343,ema,wxyz,-X
514,1,primary,0,-1.1784356396729216,0.3265454140535973,-0.2432610416478588,-0.07179586756466373,0.8844811591997684,-0.45970003688618416,0.034846929679845165,-170.84859080752128,0.25016679734893915,-54.9053667603714,ema,wxyz,-X
515,1,primary,0,-1.1788722873883533,0.3270097492911264,-0.24055128623063446,-0.0710704582315977,0.8846212552985927,-0.45961477463509254,0.03388928411498368,-170.9732734717811,0.30777740099811224,-54.884970134146826,ema,wxyz,-X
516,1,primary,0,-1.1771931932399244,0.325819874428269,-0.2479997476053361,-0.0727823792370407,0.8843790237016924,-0.4596564206904827,0.03595055809095478,-170.6894737437213,0.19033331578145146,-54.91085516566406,ema,wxyz,-X
517,1,primary,0,-1.1839105587193361,0.32712723239745545,-0.24136089139420905,-0.06247296654080268,0.8851531927414742,-0.4600047522267502,0.03156868321568879,-171.97298737076022,0.09107062053750349,-54.91445545433343,ema,wxyz,-X
518,1,primary,0,-1.188991702657297,0.3283176283481512,-0.23389433118593153,-0.053876364892526465,0.8858062592927362,-0.46009883071255625,0.027453128796476003,-173.06689641057577,0.05389232247343208,-54.892591389197214,ema,wxyz,-X
519,1,primary,0,-1.1934080059296672,0.3288140561213523,-0.22881129262725344,-0.048305389288716354,0.8861081536147932,-0.46029204413226715,0.02470148925847657,-173.7799395222231,0.039693985218811595,-54.89740692175964,ema,wxyz,-X
520,1,primary,0,-1.1963614770278097,0.3286626657736761,-0.22583898125642093,-0.044424952918416034,0.8862391256874257,-0.46053757742345924,0.022622454330050078,-174.28505609819507,0.04703480371546894,-54.91528839609566,ema,wxyz,-X
521,1,primary,0,-1.1984344236067765,0.32958634379054386,-0.2239296747343846,-0.04077114535433949,0.886449131423609,-0.4605110093125993,0.021800490974186418,-174.7005009988366,-0.06296406258976221,-54.906737194246666,ema,wxyz,-X
522,1,primary,0,-1.2001561130886649,0.3311622755010994,-0.2203736930127796,-0.03683472154210291,0.8866666707967895,-0.4604626876451146,0.02096500593110472,-175.14537231116742,-0.1865504754140618,-54.89531061173821,ema,wxyz,-X
523,1,primary,0,-1.201455789021691,0.33085443274244464,-0.2189214336728452,-0.0352011645918214,0.886746080820512,-0.46049427878653815,0.01967956721342644,-175.37959573314026,-0.1421904170641602,-54.89215709449254,ema,wxyz,-X
524,1,primary,0,-1.2028523862592195,0.3308887802487632,-0.21915632449079056,-0.03432397362600475,0.8867423926784961,-0.46057949151838656,0.019399119928539852,-175.48368160880906,-0.15963813161121063,-54.90158324234962,ema,wxyz,-X
525,1,primary,0,-1.1973529456704703,0.32940362601357276,-0.22355076292092935,-0.04351517983572585,0.8862534820487976,-0.4605806755303033,0.022948551333264105,-174.36042493692523,-0.033917109848235705,-54.92293475289542,ema,wxyz,-X
526,1,primary,0,-1.1921397614054972,0.32789534366028084,-0.23145285797610265,-0.05120382639102441,0.8858214773502806,-0.46045237913779286,0.026116756579452012,-173.4098721842396,0.050665493976514445,-54.928146469697246,ema,wxyz,-X
527,1,primary,0,-1.1882955956243912,0.32673550594993306,-0.23692452659867277,-0.05697881738020286,0.8854348831998475,-0.46038499421509255,0.02835734621566391,-172.70298231725948,0.12875621262450132,-54.93646153273417,ema,wxyz,-X
528,1,primary,0,-1.1864622893653172,0.32682786054008195,-0.23638956972633407,-0.05997160644557828,0.88525703215252,-0.4602518321831744,0.02986041555102306,-172.31842164262687,0.133831476974795,-54.93154083904134,ema,wxyz,-X
529,1,primary,0,-1.1844803374968451,0.3260797280857498,-0.23737445819031835,-0.06318981841645586,0.8850360728014298,-0.4602081519955609,0.030440984306491444,-171.95966489244873,0.24512359240878434,-54.93055487576665,ema,wxyz,-X
530,1,primary,0,-1.1829627662928215,0.3273101167885979,-0.2402746695922744,-0.06418663238681013,0.8849491564126946,-0.4600535100264261,0.03310339408075952,-171.71700596085333,0.026867694847581076,-54.934680513775994,ema,wxyz,-X
531,1,primary,0,-1.1811195626098352,0.3286783727339188,-0.24227820816797277,-0.0651119972555293,0.8849809382452211,-0.4597293908794274,0.034900629186803096,-171.52744151636557,-0.10914769243284014,-54.90998176997456,ema,wxyz,-X
532,1,primary,0,-1.1849085777201254,0.3306461132510413,-0.23842492453747896,-0.06747983895286451,0.884899208054234,-0.45945790349360865,0.036031900271047655,-171.22606640528195,-0.10089272670856275,-54.88627881330234,ema,wxyz,-X
533,1,primary,0,-1.193680099434661,0.334258468065235,-0.22810110896603825,-0.053995945228457104,0.8860627334730686,-0.4593639373994146,0.03101682230703002,-172.86628438417551,-0.30699917158142687,-54.82654109940614,ema,wxyz,-X
534,1,primary,0,-1.1994051227618054,0.33484737323991987,-0.22307344552083844,-0.0784449365905266,0.8847509243655406,-0.4581245720594127,0.03441032160572966,-170.1919952499507,0.6294628535164601,-54.69628869686004,ema,wxyz,-X
535,1,primary,0,-1.2032993238697758,0.33609437362230166,-0.22232192063560433,-0.0966261693105459,0.8834473203391527,-0.45683392551584945,0.0385613807807707,-168.11181623062927,1.154606861728288,-54.567089721869564,ema,wxyz,-X
536,1,primary,0,-1.206992644398454,0.33741582196764286,-0.21708479801381567,-0.07616712011131217,0.8851778612554113,-0.4578200309633365,0.03255062220564199,-170.52253739629748,0.6941832140542471,-54.63908221242589,ema,wxyz,-X
537,1,primary,0,-1.209331794126482,0.33787661781946166,-0.2167468380858971,-0.09494967810961781,0.8838318669550641,-0.4566257547038736,0.036314043051189154,-168.40140180848175,1.290520073420481,-54.514587446819554,ema,wxyz,-X
538,1,primary,0,-1.2114560794942377,0.3390756288115324,-0.21366922655721857,-0.07426739336263853,0.8854781859177576,-0.4576324893258422,0.03138855301458286,-170.77769567468394,0.7097172630864529,-54.60437263308352,ema,wxyz,-X
539,1,primary,0,-1.213079110758009,0.3395996696839528,-0.2113975486759789,-0.09251939295499728,0.8841595773227409,-0.45655565432300893,0.03548151999844857,-168.69400675794662,1.245585315566492,-54.49787025393036,ema,wxyz,-X
540,1,primary,0,-1.2140000709929686,0.3396095562775129,-0.21086730871322296,-0.10648003548402114,0.8829082212444738,-0.4556998237579286,0.03837636680606809,-167.10905520309518,1.6778744010477735,-54.41011764328548,ema,wxyz,-X
541,1,primary,0,-1.2151620462457897,0.3410324952117658,-0.20828539896441886,-0.08254371979403488,0.8850825665332108,-0.4568480855152018,0.03324472142526021,-169.8331180376919,0.9495052291058816,-54.51787558659815,ema,wxyz,-X
542,1,primary,0,-1.2160926657486646,0.3414362056696447,-0.20705940655718336,-0.06486686934265792,0.8862837407870654,-0.4576342004371623,0.029399977353861715,-171.8425696429428,0.41580782828758417,-54.58964934302352,ema,wxyz,-X
543,1,primary,0,-1.2163511946775758,0.34197187262532913,-0.20697813020562592,-0.052212931659560154,0.8869904500674759,-0.45805190445177046,0.026649654495261924,-173.2787769440827,0.031884386607241556,-54.62281204566101,ema,wxyz,-X
544,1,primary,0,-1.2168375186360765,0.3431792053091003,-0.20400538118443273,-0.04109822703043523,0.8875213784357935,-0.45829918252303875,0.024054061052107417,-174.54866733321413,-0.28799381556909404,-54.635653190483055,ema,wxyz,-X
545,1,primary,0,-1.2171643875807379,0.3427471183220743,-0.20528759029859747,-0.06793145677133812,0.8862314963720213,-0.4572731912370911,0.02966952299883855,-171.5152098318022,0.546514713278343,-54.54465449705838,ema,wxyz,-X
546,1,primary,0,-1.21751110726899,0.34212275673828063,-0.2043524546481448,-0.05405801207386729,0.8869080672659336,-0.45804713253052304,0.025780533931503674,-173.13633556098685,0.21728375219498328,-54.61550681924711,ema,wxyz,-X
547,1,primary,0,-1.217159923769172,0.34207082201408306,-0.20565829312513395,-0.0780460269924217,0.8855426629103387,-0.45688484005943253,0.0312930145596646,-170.39575169774307,0.910668483581742,-54.50532297264662,ema,wxyz,-X
548,1,primary,0,-1.217597705188929,0.3431225980650314,-0.2023189816160958,-0.06038260659395646,0.886711640149268,-0.4575333862695495,0.02756099587159003,-172.39708833230804,0.3653665024752032,-54.56218884139973,ema,wxyz,-X
549,1,primary,0,-1.2177289786346943,0.34291091658689055,-0.20422496124145031,-0.04766481077610582,0.8871919020696462,-0.45821729774096653,0.025602788260031158,-173.7977086025872,-0.1001239241524799,-54.63636561885402,ema,wxyz,-X
550,1,primary,0,-1.2177606828670569,0.3431483855773726,-0.20268052798125133,-0.03726754837484461,0.8876082672187133,-0.45851629168679137,0.022923875346789146,-174.99850354584197,-0.37353024134105434,-54.65581013042556,ema,wxyz,-X
551,1,primary,0,-1.2179644237743452,0.3432927060389601,-0.2013127733488151,-0.03039597126196466,0.8878586416481502,-0.4586339954626536,0.020927866296068087,-175.80367290944818,-0.5317538576106728,-54.65779290091272,ema,wxyz,-X
552,1,primary,0,-1.218109416134681,0.34382881262418186,-0.19932742604689616,-0.02489534700036194,0.8880110845734654,-0.45871674635975296,0.019886728778541907,-176.41872757009864,-0.7150381486835556,-54.66107352107459,ema,wxyz,-X
553,1,primary,0,-1.2178807041063349,0.3431182840299174,-0.20185548974656628,-0.021275741394164042,0.8879568659542456,-0.45901960771032313,0.019517857728335856,-176.8064895736418,-0.8669220390435108,-54.69658577534041,ema,wxyz,-X
554,1,primary,0,-1.217725227769976,0.34297460773265087,-0.202764337725795,-0.017628611471964067,0.8879626905172896,-0.45918165457110977,0.01907093107860256,-177.20120445195928,-1.0129894756117086,-54.71336053490217,ema,wxyz,-X
555,1,primary,0,-1.218099930368251,0.3429767252396973,-0.20140359191129129,-0.016608577763562254,0.8879367369277839,-0.45929968257744336,0.018338700689284428,-177.34352670643702,-0.9918728941071349,-54.72499596019828,ema,wxyz,-X
556,1,primary,0,-1.2179506283661639,0.343185354777404,-0.2007574519898529,-0.01505405180308009,0.887938742402391,-0.4593511182130679,0.018295230569048176,-177.50400213212362,-1.069195397194257,-54.73042184701413,ema,wxyz,-X
557,1,primary,0,-1.2178785972339188,0.342996738384886,-0.20228988019984115,-0.013520073308045834,0.8879540976601564,-0.4593666182841601,0.018358596690846666,-177.65678661816207,-1.1564128585103903,-54.73154877560517,ema,wxyz,-X
558,1,primary,0,-1.2175691652466665,0.34306018112364123,-0.2017714334321033,-0.04663816773435941,0.8871415815702653,-0.4584051571506062,0.025872909714956076,-173.8881111555787,-0.18033961575733615,-54.66237269436998,ema,wxyz,-X
559,1,primary,0,-1.217843869266976,0.34214863358040226,-0.20180291218347637,-0.03802861298250896,0.8874402926184156,-0.45878721602287253,0.022756143037642337,-174.92969643160262,-0.3148621480167692,-54.6898900581289,ema,wxyz,-X
560,1,primary,0,-1.2176272979701988,0.34163947061451155,-0.20344871105759155,-0.06579857600182208,0.8861777044236163,-0.4577314399604864,0.02900952344182598,-171.76803081498733,0.5054107978503064,-54.59844525776384,ema,wxyz,-X
561,1,primary,0,-1.2177946938753539,0.3425540943706581,-0.20137896058756286,-0.050209565889455875,0.887082384858035,-0.4581665072153429,0.025441965998458185,-173.54669700133996,0.04987272326332033,-54.62871820377221,ema,wxyz,-X
562,1,primary,0,-1.2175080970469239,0.34231024889258876,-0.20551264148851667,-0.040340528846875605,0.8874219560343467,-0.4585723532717227,0.023797279158820673,-174.6393258095015,-0.3001369225381217,-54.66907062857789,ema,wxyz,-X
563,1,primary,0,-1.2176435051415362,0.34354009503273203,-0.20376422901212013,-0.03133437441760316,0.8878535879094278,-0.4585442898002211,0.0217093921569536,-175.6669600503597,-0.5622597570392479,-54.6507086433538,ema,wxyz,-X
564,1,primary,0,-1.2180815511551204,0.34357110316127154,-0.20174922840231704,-0.026493798496999264,0.8879203439704544,-0.45877943143250094,0.02041995835112409,-176.22778729353536,-0.6848712296589927,-54.67243319456173,ema,wxyz,-X
565,1,primary,0,-1.2180854950275464,0.34420927623633,-0.20284559863690982,-0.020736876239976054,0.8880009070023189,-0.4589188680755575,0.020441224305699512,-176.81278281508315,-0.9895796197384934,-54.68737317512897,ema,wxyz,-X
566,1,primary,0,-1.218346557184485,0.3430312073349818,-0.20269917374022103,-0.01879719006194427,0.8878886751074611,-0.4592606805284039,0.019493424077876787,-177.05986767672894,-0.9941523047857038,-54.726071416900716,ema,wxyz,-X
567,1,primary,0,-1.2179583958724796,0.3431360643340926,-0.20292786374289923,-0.016412451024852625,0.8879848658488814,-0.4592014240617688,0.01864300443449846,-177.34755685463844,-1.033452445234664,-54.71338511304442,ema,wxyz,-X
568,1,primary,0,-1.218171199792173,0.3438225535706568,-0.2031168878786542,-0.0132763431746787,0.8880807319136284,-0.45913117698702804,0.01830067305234046,-177.68495964376962,-1.163974156630113,-54.70077873491529,ema,wxyz,-X
569,1,primary,0,-1.217207186431388,0.3433819283247207,-0.20667337643842065,-0.047136162137281085,0.8872257011178989,-0.45814047786686074,0.02675892439440159,-173.79071165686034,-0.24593963562069607,-54.63466794460832,ema,wxyz,-X
570,1,primary,0,-1.2174759377233138,0.3437920957537768,-0.20495427813411776,-0.036659815221024065,0.8876184271076637,-0.45847612670460625,0.02427399944013134,-174.98929454284485,-0.5429886696250881,-54.658626899717156,ema,wxyz,-X
571,1,primary,0,-1.21755420652654,0.3442354188376015,-0.20357386895618232,-0.02965137848353141,0.8878892602762612,-0.4585558792158064,0.022359849657792353,-175.80411957618287,-0.7169328877188624,-54.65500463948925,ema,wxyz,-X
572,1,primary,0,-1.2179343217730514,0.34419260432559917,-0.20171610695262804,-0.025221731092146493,0.8880107487047534,-0.45866131090569484,0.02075033358306618,-176.34003006356397,-0.7859264472148051,-54.65820083094124,ema,wxyz,-X
573,1,primary,0,-1.2179944636553923,0.34248582889525736,-0.20662565008981462,-0.0238557153111916,0.8879042548119189,-0.4589577806010429,0.020364055579559788,-176.49923428006235,-0.8173595165622889,-54.69387068012524,ema,wxyz,-X
574,1,primary,0,-1.218321470980138,0.3425835633429444,-0.20583405497772575,-0.01975540375146195,0.8879985141441337,-0.45901997965608726,0.019209923918456273,-176.97752087411584,-0.9156551964348735,-54.69442210319618,ema,wxyz,-X
575,1,primary,0,-1.2187487170817217,0.34293853352305903,-0.20451221808357867,-0.017567644031012946,0.8879984690862146,-0.45910818570051926,0.019229420337499945,-177.1991386433715,-1.0325541001311624,-54.704492518773556,ema,wxyz,-X
576,1,primary,0,-1.2181038012188756,0.341112282346134,-0.20850534333653836,-0.017153299600047463,0.8879617363786951,-0.4592434010694278,0.01803379090341886,-177.3042146312283,-0.9323324729773697,-54.71688861964705,ema,wxyz,-X
577,1,primary,0,-1.2181437291498836,0.341457307976619,-0.20910897526684186,-0.015094482002208727,0.8879416148866993,-0.4593575959496974,0.01795673157342892,-177.5177322808709,-1.0326134250778256,-54.730009242068654,ema,wxyz,-X
578,1,primary,0,-1.2179384681242733,0.3419071696762081,-0.20731675147543574,-0.012992448423565325,0.8880383725831295,-0.45925503053432887,0.017431638843802832,-177.75951944011467,-1.0901886769703801,-54.7134181750787,ema,wxyz,-X
579,1,primary,0,-1.2179300774981703,0.341979941123585,-0.2070710711439983,-0.011457037322206137,0.8880418156535206,-0.4592861399637929,0.017513183141721334,-177.91147878215074,-1.1792740057680504,-54.71658182075502,ema,wxyz,-X
580,1,primary,0,-1.218199678657348,0.34177904663691056,-0.20540091846779626,-0.011308385877416869,0.8879810281917511,-0.4594333754426983,0.016816287036583933,-177.96316834841636,-1.1158593151760958,-54.73311224993423,ema,wxyz,-X
581,1,primary,0,-1.2182716392745183,0.3421550671682715,-0.2036320801056936,-0.010131821078238387,0.8880049401913762,-0.45941478233366184,0.016811608211687038,-178.08319724493623,-1.1774060274618035,-54.729820667226804,ema,wxyz,-X
582,1,primary,0,-1.218331212999112,0.3422396067859888,-0.20340630974258914,-0.009897107368069957,0.887970116963429,-0.45946552846020494,0.017393872555694037,-178.07631008695517,-1.2489015922690525,-54.73809176173788,ema,wxyz,-X
583,1,primary,0,-1.2183370372494067,0.3437732942839057,-0.20280185613108964,-0.009091502920196217,0.8880656771086909,-0.4592734858702608,0.018015629123454294,-178.1258044302339,-1.3550082696548629,-54.71470563603039,ema,wxyz,-X
584,1,primary,0,-1.2182639801260096,0.34248791857925975,-0.20391582233616087,-0.010633909780849032,0.8879674171407056,-0.4594362048732506,0.01786504158689578,-177.97650343772867,-1.2580839832188302,-54.736499250166816,ema,wxyz,-X
