frame_idx,t_sec,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_margin,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_margin_max,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z
11,1.3410189151763916,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19723505197276986,0.07250950416198196,1.6577193355841082,-0.49754095528807085,0.20247627683956446,0.3236386839860004,0.7789187103645874
12,1.4206225872039795,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19740954130860508,0.07249982888251791,1.6581601995307822,-0.49715444784788715,0.2022396968738207,0.3235032367656918,0.7792831422503429
13,1.4969980716705322,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19743758497763092,0.0724464034475178,1.6594584021504375,-0.49795065503513447,0.20246818976818323,0.3228263773360313,0.7789960894498572
14,1.5733392238616943,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19753116693689143,0.07252472946293828,1.6584785839812675,-0.4976059378818333,0.2028180452377643,0.3230301566109193,0.7790408776377516
15,1.6514177322387695,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19714290673586224,0.07251773260795638,1.6582311562732688,-0.49729970668793994,0.20219488382967044,0.32377033891337353,0.779091136081726
16,1.7287139892578125,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19716599765665438,0.07238156870777204,1.6567865412663072,-0.49735368311942973,0.20245203617205512,0.32341744561884406,0.7791364725173048
17,1.803436279296875,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972411508061486,0.07247095217993627,1.6573424776436638,-0.4977770914798077,0.2025723440828762,0.32319003302282184,0.7789291464346287
18,1.8789658546447754,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19709397698190215,0.07244529058565645,1.6575459853969896,-0.49740441383594325,0.20249262967120982,0.3233233252216629,0.779132601931768
19,1.9553313255310059,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19734489267410055,0.07242117907696473,1.6573891780753187,-0.49748653422926364,0.20300604423496318,0.3229827521194961,0.7790878230969498
20,2.0305497646331787,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19723384842016753,0.07231912877568325,1.658193439454316,-0.49759362675057106,0.2024204329371788,0.32313695264528464,0.7791078620973205
21,2.1067535877227783,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19755552575639768,0.07242980581588865,1.6601799036441456,-0.4976203889120854,0.2025261003445121,0.3228910506747536,0.779165256291875
22,2.1806509494781494,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19745201214566852,0.07229850712762782,1.6591778465708855,-0.49740841070591263,0.20243277170709065,0.32275002956210896,0.7793832589398241
23,2.2537693977355957,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19727989134809656,0.0723463246596008,1.6580950131090286,-0.4975926707776044,0.20271566067296842,0.3229484327378438,0.779109879733599
24,2.3306074142456055,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1973705815849054,0.0723008699223978,1.6571464549270387,-0.4975467875571324,0.20328081002559745,0.3228997057319172,0.7790121221811351
25,2.4081859588623047,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972117031581157,0.07236170116270513,1.6572683520739773,-0.49769694713745,0.2029107117884182,0.32316894729543316,0.7789010356621318
26,2.4872148036956787,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19681842746985365,0.07258743840604383,1.6552827472539093,-0.497521808332368,0.20267638247403352,0.3242552165366201,0.7786224301737779
27,2.5628507137298584,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19752779909413,0.07224763374639556,1.6586269446050017,-0.49753353885635043,0.2030245499214553,0.3223530083354784,0.7793137672717799
28,2.6379902362823486,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19701323102467821,0.07245403282174437,1.6560836858862593,-0.4975989423529191,0.2027466257492775,0.32359449772195625,0.7788296985609969
29,2.7153310775756836,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19743831507130288,0.07225245316541751,1.6574319542045846,-0.4974815217828531,0.20307358417334134,0.32241060299406965,0.7793103733254229
30,2.789442539215088,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19746038321013706,0.07224125246819324,1.6576380193989468,-0.49772340426025086,0.20291701938835383,0.3225706086689443,0.7791304759262598
31,2.863725185394287,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19723958666474856,0.07237291489370332,1.6563174244211183,-0.4978172590316054,0.20317892344174193,0.32272801351703606,0.7789370519950005
32,2.9434895515441895,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19747489936417054,0.0723655649331139,1.6568530607397431,-0.4973918469332102,0.2031822076316151,0.32312259321923076,0.7790443702752706
33,3.021052598953247,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1974068403413356,0.07224123264340579,1.6578047377462972,-0.49791350642209575,0.20328691183528458,0.3226017994622325,0.7788996408926228
34,3.0975492000579834,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19747367970239377,0.07227829298041744,1.6576665951945988,-0.497512770722058,0.20323578467992504,0.3227702587757392,0.7790992355559324
35,3.177577018737793,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1973017653104446,0.07227635519885586,1.6568711093680246,-0.4977430197983118,0.2034541598723169,0.32281217546343793,0.7788777763200526
36,3.2550723552703857,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19749004111387508,0.07209540817300275,1.656685797284328,-0.49791265462012685,0.20326236520507332,0.32217359203720364,0.7790838054113456
37,3.3306846618652344,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19740486898170426,0.07227999695912748,1.6574679986854164,-0.49723691530462405,0.20285473901774564,0.32276440224780356,0.7793770240121288
38,3.4076476097106934,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19749453739927508,0.07216369152929866,1.658135630991722,-0.49735452599419716,0.20282357127015066,0.32237951216696453,0.7794693865350324
39,3.4837238788604736,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.197175469315794,0.07227743130159234,1.6568040976015226,-0.4977790808520065,0.2033063995774937,0.3228103932721178,0.7788940521999567
40,3.5588879585266113,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972232942090117,0.07243533603086141,1.656933029737721,-0.4975973273562608,0.2034798197802453,0.3232162285076815,0.778796592429227
41,3.635793447494507,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19715234870442053,0.07233715716935679,1.6563062730875768,-0.49716082563192576,0.20293899517200678,0.3232714511272581,0.7791934590213364
42,3.7144293785095215,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19734854049837966,0.07214801447609617,1.6570997210124758,-0.49762581891626134,0.20293202882810116,0.3226061567953748,0.7791741805407497
43,3.794752836227417,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19734393770963904,0.07227387009713424,1.6574371324140291,-0.49748762920310047,0.20370069623602344,0.3227169164277941,0.7790159670983476
44,3.870879888534546,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19734452099675592,0.07226276277324399,1.6563573859616603,-0.4974788556022956,0.2035224218363127,0.3226921215826082,0.7790784342458901
45,3.948289632797241,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19753664609833219,0.07210905339815252,1.6567040456878215,-0.49753256102633,0.20338408287859647,0.32230637250611144,0.7792399295417075
46,4.024329900741577,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19728149214564633,0.07226323605033051,1.6566909816819915,-0.49723917278453733,0.20303239293477648,0.32288835426581824,0.7792779755307082
47,4.099916934967041,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19730645978443792,0.07203050874872553,1.6570901626411039,-0.4979446770035985,0.20354452605465492,0.3221259847129884,0.7790093545841767
48,4.177078723907471,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19749567425703599,0.07251252794277983,1.6578811026469382,-0.49739623593353405,0.2034168340829305,0.32288201874165884,0.7790800844997522
49,4.250125885009766,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19715307549199385,0.07226288708901873,1.6549066671997337,-0.49738047599422003,0.2033404940872835,0.32306276214660384,0.7790351450854507
50,4.327439308166504,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19743411740629485,0.07226627645180665,1.65661007297489,-0.4971225358810257,0.2034995564284247,0.32279006129612503,0.7792712564833228
51,4.4041008949279785,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19744154467873215,0.07225516278901253,1.6568141076158647,-0.49725273192432856,0.20303812674664237,0.3230599217864482,0.7791967188177452
52,4.482792377471924,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19746597801465993,0.07222582985138792,1.6568778482107187,-0.49717497088901097,0.20295234059598713,0.3229464844594995,0.7793157023590451
53,4.559293746948242,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19726815953513252,0.07215121373315983,1.6556229238739735,-0.49730431363608824,0.20353893421018185,0.32279086868462376,0.7791446444616998
54,4.633805274963379,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19724804222551356,0.07216209483939527,1.6548672343471555,-0.4974459520077099,0.20356839215862574,0.3228448781053728,0.7790241454706152
55,4.709427118301392,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972258498139079,0.07213880138043109,1.6549973898833414,-0.49714105584462887,0.20335338924038754,0.32296987494957746,0.7792230935702491
56,4.7852630615234375,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19758488781618547,0.07216571507580623,1.6570190925034178,-0.49763946154949346,0.2040986579487152,0.32220566958649727,0.779026450525642
57,4.859851837158203,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1971480456247077,0.07219745315062073,1.655531463159085,-0.4972109213804888,0.20344072145553826,0.3227963948922794,0.7792276047203174
58,4.9336159229278564,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19740249858205713,0.07193422419624718,1.6565390789758463,-0.49772910144843896,0.20364602872018853,0.32211335774843713,0.7791258058348812
59,5.007498502731323,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19762763740779865,0.07217505213863537,1.6573934926127127,-0.4972950926772439,0.2038284246543656,0.32236961933160513,0.7792492493638008
60,5.0805253982543945,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19747425546883926,0.07220989615389128,1.656549031547306,-0.49716840026528886,0.20363834325552818,0.32265571870371507,0.779261377280811
61,5.156766653060913,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19734620999589347,0.07211567189978778,1.6562008595768956,-0.497477273825991,0.20341864884247368,0.32292244781224755,0.7790111090534645
62,5.231898546218872,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19732515089361338,0.07216302620969048,1.6562921670868977,-0.4973427499035807,0.20307641183364233,0.3227142406407531,0.7792725318929056
63,5.312944412231445,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19729850437201438,0.0721132177502325,1.6557578809235214,-0.49746046273357386,0.20380171980640316,0.3224817268741602,0.7791042823994171
64,5.387271404266357,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1971898972728047,0.07217862906696057,1.6547433358214902,-0.49769459853363074,0.2040891686172118,0.32286947830947904,0.7787188182006058
65,5.461529016494751,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1970686788582215,0.07226967159380766,1.654529221985704,-0.49712386903660316,0.20380623321197547,0.3233493092216548,0.7789583444343497
66,5.5375871658325195,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19763882722960557,0.07206764025480593,1.657113020596037,-0.4974933089269055,0.20359657295560554,0.3223949385903685,0.7791728605547065
67,5.612248182296753,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19721183947492438,0.07199551526739298,1.6560595474494317,-0.4975751122832497,0.20333066195326327,0.32273371715412463,0.779049804157501
68,5.688081979751587,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1974881198641221,0.07218361602739928,1.6562694348502576,-0.49736693501798956,0.20360645542574127,0.3227702166276374,0.7790955849688309
69,5.764387845993042,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19700486248489998,0.07216279279564011,1.6530317270469819,-0.49714736261629217,0.20345928428945928,0.3236224949373922,0.778920599451949
70,5.84240984916687,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19726398602562883,0.07214225095005612,1.6552564297849606,-0.4972636224631229,0.20362572026306508,0.32273778337813047,0.7791699294777562
71,5.924624919891357,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19723731465095334,0.07209269566725889,1.6552551258293693,-0.49768005521527375,0.20395237463087368,0.3226072950131478,0.7788725985215104
72,6.003884315490723,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19736102404314382,0.0721037985894613,1.6556912857312898,-0.49741031953566206,0.20383236674551636,0.3226147659776626,0.7790732013485832
73,6.080987930297852,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19763554492427374,0.07191251789363394,1.657178854558436,-0.497595874412703,0.20360176069902033,0.3221474024242192,0.7792083931266685
74,6.157390356063843,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972570866229229,0.07200804134169207,1.6550382514246522,-0.49767045053719094,0.203832767536351,0.3223880414154957,0.7790008191862586
75,6.230715274810791,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19698457376282424,0.07214718748084738,1.6530549158991654,-0.4973348879265755,0.20419146383273737,0.32302416147650365,0.7788576548069014
76,6.3042051792144775,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1970880200415807,0.07213412219495255,1.6542430489438176,-0.4974296677953575,0.20379812461416583,0.3229696738637198,0.7789227431299665
77,6.380614995956421,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1972447351380439,0.07210780388406489,1.6552303251927358,-0.4973728369108281,0.20354226511816811,0.32326490397158475,0.7789034659533118
78,6.453978061676025,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19731707357153444,0.07211612163885556,1.6560798077037813,-0.49730988313678864,0.20381393359951347,0.32262451401898146,0.7791381030081784
79,6.528942584991455,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19720295732567528,0.07205451283772145,1.6553522325880354,-0.497533193492323,0.20371693367168442,0.32271625695385603,0.7789828944247942
80,6.607154130935669,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.197281103443327,0.07216078913500137,1.6550922145126798,-0.49709806826789327,0.20352388708086308,0.3231622288151387,0.7791262489347005
81,6.685682058334351,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1971612939256919,0.07215761171922959,1.6543455019083464,-0.4972813099566947,0.20373234979104002,0.32315067643868634,0.7789596066123036
82,6.761423587799072,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19714225894853238,0.07188626876356256,1.6547517117716026,-0.49769983991194117,0.2035286243256838,0.3226597805921358,0.7789490576539377
83,6.83682656288147,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19720398540417627,0.07213877328616308,1.6553307496407659,-0.49765025242488753,0.20383907405593515,0.3229094286333005,0.778796095938584
84,6.9321370124816895,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1974806580992882,0.07191360637077195,1.655156547356421,-0.49724665545168295,0.20394193593692658,0.3222812576123079,0.7792870083610038
85,7.0134711265563965,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19728984042518163,0.07193298970525383,1.6547551015374373,-0.4972868937958656,0.20363863401772378,0.3226821053752189,0.7791747627232746
86,7.090708017349243,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19744085750831833,0.07191548249151934,1.655085758555321,-0.49734993003955685,0.2036944086346774,0.3219954370142097,0.7794039860833695
87,7.168258428573608,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19737049067688203,0.07208885013193053,1.6550001947861137,-0.49724903599899273,0.20397792402632756,0.3229897615134073,0.7789826805940517
88,7.250763416290283,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19758136684361718,0.07198172274687191,1.6558711705687632,-0.4974386429893473,0.2039214557044726,0.3223289717320752,0.7791500948767373
89,7.333329200744629,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19754829206290708,0.071958376079527,1.655591065042972,-0.4973631513585367,0.20364576569616216,0.3223553384986089,0.7792594776620793
90,7.412445783615112,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1974185308876934,0.07213236640814827,1.654927027875924,-0.49743176036039244,0.2042354515386184,0.32304390457837673,0.7787760652680167
91,7.48849081993103,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19765658247245357,0.07203092704419849,1.656853030569296,-0.4972618051871137,0.20394844972495585,0.32268697541087465,0.7791077222419387
92,7.5661609172821045,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19744458254226505,0.07196011692995626,1.6557050128039124,-0.4974021786014784,0.20370567783630858,0.32275344310079257,0.7790540960076756
93,7.64318060874939,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19752347653211266,0.07208098561928869,1.6560743548710497,-0.49738340209998194,0.20386723661064052,0.32272644907330933,0.779035005773631
94,7.7243735790252686,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.1976238588502277,0.07189351476349695,1.656440385883125,-0.4975015109289727,0.20366635041496386,0.3223309818359699,0.779175848240112
95,7.802883625030518,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0.19741431625835534,0.07187452242778938,1.6553211068996685,-0.49740748322426914,0.2034467326023886,0.3227652868958978,0.7791134655497359
