frame_idx,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,obj_pos_x,obj_pos_y,obj_pos_z
10,-1.1326982975006104,0.6594530940055847,0.7917681932449341,-0.7055680751800537,-0.10531053692102432,-0.09606318920850754,0.6941580176353455,-1.199341058731079,0.3165017068386078,0.18339011073112488
11,-1.1341090202331543,0.6592385172843933,0.788111686706543,-0.7030305862426758,-0.1226203441619873,-0.11366677284240723,0.6912251114845276,-1.1993324756622314,0.31648099422454834,0.18340130150318146
12,-1.1360068321228027,0.6595643758773804,0.7845515012741089,-0.6999537348747253,-0.14093388617038727,-0.13161064684391022,0.6876634955406189,-1.1993237733840942,0.3164462149143219,0.18341103196144104
13,-1.138878583908081,0.6609710454940796,0.7811837196350098,-0.6961582899093628,-0.16130317747592926,-0.150279238820076,0.6831991672515869,-1.1993149518966675,0.3163833022117615,0.18341781198978424
14,-1.1402338743209839,0.6626868844032288,0.7774184942245483,-0.6914345622062683,-0.1801791936159134,-0.170921191573143,0.67840975522995,-1.1993155479431152,0.31636175513267517,0.1834297478199005
15,-1.1408309936523438,0.6645573973655701,0.7734545469284058,-0.685944139957428,-0.19822145998477936,-0.192466139793396,0.6731610298156738,-1.1993207931518555,0.31636083126068115,0.18344426155090332
16,-1.1428337097167969,0.6675420999526978,0.7688193917274475,-0.6805751323699951,-0.21658946573734283,-0.21233034133911133,0.666949987411499,-1.1992771625518799,0.3163854479789734,0.183417409658432
17,-1.144784688949585,0.6704334020614624,0.7638795375823975,-0.6746958494186401,-0.23486723005771637,-0.2318982630968094,0.6601865291595459,-1.1992642879486084,0.31638962030410767,0.1834118813276291
18,-1.1466317176818848,0.6731380820274353,0.7583304047584534,-0.6683471202850342,-0.25312379002571106,-0.2510285973548889,0.6528592705726624,-1.1993134021759033,0.3163530230522156,0.18344897031784058
19,-1.1484901905059814,0.6761863231658936,0.7517080307006836,-0.6625134348869324,-0.268526554107666,-0.2696739435195923,0.6451709270477295,-1.1993193626403809,0.3163315951824188,0.1834600567817688
20,-1.150354266166687,0.6794063448905945,0.7445491552352905,-0.656768798828125,-0.28242719173431396,-0.28800007700920105,0.6371386647224426,-1.1993037462234497,0.3163177967071533,0.1834581196308136
21,-1.1537401676177979,0.68182373046875,0.7373231053352356,-0.6514671444892883,-0.29985594749450684,-0.30602818727493286,0.6261179447174072,-1.1993075609207153,0.3163151741027832,0.18345597386360168
22,-1.1572693586349487,0.6839245557785034,0.7301521897315979,-0.6460907459259033,-0.3153412342071533,-0.3221359848976135,0.6159180998802185,-1.1993088722229004,0.31630754470825195,0.1834583878517151
23,-1.1610848903656006,0.6853921413421631,0.7230916023254395,-0.6412445306777954,-0.3272441029548645,-0.33471375703811646,0.6080160140991211,-1.1993051767349243,0.31628984212875366,0.18346990644931793
24,-1.163407802581787,0.687096357345581,0.7166277766227722,-0.6369110941886902,-0.3357835114002228,-0.34566497802734375,0.6017553210258484,-1.1993072032928467,0.31627777218818665,0.18347272276878357
25,-1.1649843454360962,0.6889187693595886,0.7104623317718506,-0.6328126788139343,-0.34262797236442566,-0.355788916349411,0.5962955951690674,-1.1993123292922974,0.31626859307289124,0.1834711879491806
26,-1.1664063930511475,0.6912752389907837,0.7044962644577026,-0.6294312477111816,-0.3475809097290039,-0.36356616020202637,0.5923035144805908,-1.199302077293396,0.31624335050582886,0.18346230685710907
27,-1.1676652431488037,0.693749189376831,0.6985204219818115,-0.6257115602493286,-0.35212600231170654,-0.37060874700546265,0.5891872644424438,-1.1993156671524048,0.31623974442481995,0.18345411121845245
28,-1.1685973405838013,0.6964582800865173,0.6925248503684998,-0.6214053630828857,-0.35590478777885437,-0.3762335777282715,0.5879077315330505,-1.1993768215179443,0.3162793815135956,0.18344727158546448
29,-1.1680512428283691,0.7017331719398499,0.6858786940574646,-0.6180930137634277,-0.3562752306461334,-0.38178443908691406,0.5875964760780334,-1.1993768215179443,0.31628304719924927,0.18345119059085846
30,-1.1667660474777222,0.7082909345626831,0.6789071559906006,-0.6152706742286682,-0.3549374043941498,-0.38729384541511536,0.5877627730369568,-1.1993463039398193,0.316268652677536,0.18346050381660461
31,-1.1682970523834229,0.7115721106529236,0.6750312447547913,-0.6148858070373535,-0.3545372486114502,-0.3909386396408081,0.585991382598877,-1.1993076801300049,0.31583207845687866,0.18344394862651825
32,-1.1692255735397339,0.7141426205635071,0.6717427968978882,-0.614748477935791,-0.35370102524757385,-0.3946983814239502,0.5841175317764282,-1.199224829673767,0.31527799367904663,0.18358048796653748
33,-1.1689488887786865,0.7152920961380005,0.6696292161941528,-0.6151136755943298,-0.3519969582557678,-0.3986927568912506,0.58204585313797,-1.1990536451339722,0.3144889175891876,0.18402314186096191
34,-1.1686898469924927,0.7169036865234375,0.6672689914703369,-0.6150864958763123,-0.3500092625617981,-0.40215134620666504,0.5808929204940796,-1.1981477737426758,0.31421589851379395,0.18516719341278076
35,-1.1684397459030151,0.7187462449073792,0.6647856831550598,-0.6148598790168762,-0.34787803888320923,-0.40533989667892456,0.5801963210105896,-1.1968746185302734,0.3142009377479553,0.1866619735956192
36,-1.168061375617981,0.7182050347328186,0.6647400856018066,-0.6159240007400513,-0.3453231155872345,-0.40881994366645813,0.5781486630439758,-1.1938717365264893,0.31567826867103577,0.19124971330165863
37,-1.1696964502334595,0.717785120010376,0.6655815839767456,-0.6180770993232727,-0.3430016040802002,-0.41129356622695923,0.5754721760749817,-1.190387487411499,0.31725451350212097,0.19709868729114532
38,-1.175358533859253,0.7176080942153931,0.6681972742080688,-0.6224172115325928,-0.3411521315574646,-0.4117604196071625,0.5715464949607849,-1.1859402656555176,0.31902849674224854,0.20547015964984894
39,-1.177284598350525,0.7166357040405273,0.6711311936378479,-0.6258990168571472,-0.3385329842567444,-0.4130687117576599,0.5683486461639404,-1.1805682182312012,0.3209506869316101,0.21625468134880066
40,-1.177342414855957,0.7152656316757202,0.6742241978645325,-0.6289440989494324,-0.3355250656604767,-0.41479286551475525,0.5655078887939453,-1.1747337579727173,0.3229468762874603,0.2282455861568451
41,-1.1777966022491455,0.7134671211242676,0.6776014566421509,-0.6336928009986877,-0.33253857493400574,-0.41388800740242004,0.5626262426376343,-1.1677753925323486,0.32478439807891846,0.24385276436805725
42,-1.1790446043014526,0.7115204334259033,0.6812316179275513,-0.6392346024513245,-0.3289899528026581,-0.412006139755249,0.5598175525665283,-1.160404920578003,0.3265935480594635,0.26042819023132324
43,-1.181879997253418,0.7092772722244263,0.6853681802749634,-0.646365225315094,-0.32431885600090027,-0.4081725478172302,0.5571576356887817,-1.1522101163864136,0.3283459544181824,0.27894073724746704
44,-1.183837890625,0.7061023712158203,0.6907883882522583,-0.6545881032943726,-0.31762608885765076,-0.4028354287147522,0.5552942752838135,-1.1434775590896606,0.3296625018119812,0.29927390813827515
45,-1.1853569746017456,0.7024617791175842,0.6968505382537842,-0.6632816195487976,-0.3098864257335663,-0.3967006802558899,0.5537657141685486,-1.1344761848449707,0.3307610750198364,0.3205174207687378
46,-1.186763048171997,0.6956362724304199,0.7036629915237427,-0.6721743941307068,-0.3018188774585724,-0.39132949709892273,0.5513149499893188,-1.124853253364563,0.33147984743118286,0.3437352180480957
47,-1.188391923904419,0.6883013844490051,0.710116446018219,-0.6817004084587097,-0.29355746507644653,-0.38478395342826843,0.5486800670623779,-1.115151286125183,0.3319259285926819,0.36727288365364075
48,-1.1904659271240234,0.6799478530883789,0.7158516645431519,-0.6925656199455261,-0.28494468331336975,-0.3759356141090393,0.5457397699356079,-1.1052918434143066,0.33182665705680847,0.391449511051178
49,-1.192645788192749,0.672149121761322,0.7202466130256653,-0.7036958336830139,-0.27623796463012695,-0.3649730086326599,0.5434146523475647,-1.095290184020996,0.33114391565322876,0.41584670543670654
50,-1.1948785781860352,0.6646277904510498,0.7239715456962585,-0.7148160338401794,-0.2674303650856018,-0.35288190841674805,0.5412886738777161,-1.0852175951004028,0.3301694989204407,0.44035404920578003
51,-1.195697546005249,0.6566303372383118,0.7280930280685425,-0.7249149084091187,-0.25834208726882935,-0.34153416752815247,0.5395480394363403,-1.0747367143630981,0.32853075861930847,0.4647156000137329
52,-1.196345329284668,0.6481186151504517,0.7323945164680481,-0.7347899079322815,-0.24958331882953644,-0.32965296506881714,0.5376997590065002,-1.0641568899154663,0.3265842795372009,0.48884066939353943
53,-1.196650505065918,0.6385782957077026,0.7370559573173523,-0.7444384694099426,-0.24156631529331207,-0.3168145418167114,0.5358038544654846,-1.053378939628601,0.32402217388153076,0.5124931335449219
54,-1.1959195137023926,0.6288344264030457,0.7412109375,-0.7533576488494873,-0.2320808321237564,-0.30379030108451843,0.5350722670555115,-1.042677640914917,0.3210029602050781,0.5354231595993042
55,-1.194670557975769,0.6189886331558228,0.7451127767562866,-0.7617729902267456,-0.2218201756477356,-0.29061976075172424,0.5348250865936279,-1.0320143699645996,0.3177551329135895,0.557992160320282
56,-1.1936821937561035,0.6095873713493347,0.7482259273529053,-0.7706612348556519,-0.20886123180389404,-0.2761409282684326,0.5349810123443604,-1.0219215154647827,0.31408217549324036,0.579231858253479
57,-1.192214012145996,0.6008000373840332,0.7509424686431885,-0.779314398765564,-0.19635705649852753,-0.26262369751930237,0.5339866876602173,-1.0119211673736572,0.3103541135787964,0.5998485088348389
58,-1.189786672592163,0.5932402610778809,0.7528654336929321,-0.7879039645195007,-0.18487773835659027,-0.2511809468269348,0.5309762358665466,-1.0021058320999146,0.30651581287384033,0.619219183921814
59,-1.1875046491622925,0.5849383473396301,0.753934383392334,-0.7963001728057861,-0.17342863976955414,-0.24157583713531494,0.5267539620399475,-0.9924333095550537,0.3024274408817291,0.6371886730194092
60,-1.1852953433990479,0.5762655735015869,0.7545761466026306,-0.8044919371604919,-0.16197361052036285,-0.2328590750694275,0.5218562483787537,-0.9828322529792786,0.2982141375541687,0.6544572114944458
61,-1.1827787160873413,0.5664896368980408,0.7536823749542236,-0.8115170001983643,-0.15014511346817017,-0.22714141011238098,0.5170139074325562,-0.9737286567687988,0.29356300830841064,0.6690376400947571
62,-1.1796668767929077,0.5567348003387451,0.7524725794792175,-0.8183304071426392,-0.13766667246818542,-0.22144730389118195,0.5121954679489136,-0.9647343754768372,0.28877171874046326,0.6827271580696106
63,-1.17536461353302,0.547021746635437,0.7506309747695923,-0.8248967528343201,-0.12392430752515793,-0.21585138142108917,0.5075394511222839,-0.9559584856033325,0.2836998999118805,0.6946353912353516
64,-1.1710281372070312,0.5371828079223633,0.7485952377319336,-0.831076979637146,-0.11283204704523087,-0.21185830235481262,0.5016933679580688,-0.9474637508392334,0.27821165323257446,0.704659104347229
65,-1.1666743755340576,0.527280867099762,0.7464625835418701,-0.8370154500007629,-0.10305976867675781,-0.2086549550294876,0.49522411823272705,-0.9391096234321594,0.2725151777267456,0.7137407064437866
66,-1.1613330841064453,0.5183872580528259,0.7447174191474915,-0.8406134247779846,-0.09529320895671844,-0.20624598860740662,0.4916818141937256,-0.9313700795173645,0.2659110128879547,0.7201297283172607
67,-1.1555730104446411,0.5097781419754028,0.7445521354675293,-0.8441673517227173,-0.08900365978479385,-0.2034822702407837,0.4879086911678314,-0.923913300037384,0.2588629126548767,0.7257254123687744
68,-1.1489754915237427,0.5017380118370056,0.7475464940071106,-0.8477318286895752,-0.08567976206541061,-0.2000332623720169,0.48373180627822876,-0.9170220494270325,0.2509268522262573,0.7297345399856567
69,-1.141216516494751,0.493571937084198,0.7511236667633057,-0.8499850034713745,-0.08244722336530685,-0.1958543360233307,0.4820467233657837,-0.9108806252479553,0.2420305609703064,0.7326027154922485
70,-1.1328768730163574,0.4853428602218628,0.7549923062324524,-0.8515737652778625,-0.07925958931446075,-0.19130851328372955,0.48160263895988464,-0.9051140546798706,0.23265410959720612,0.7349005341529846
71,-1.1225864887237549,0.47624891996383667,0.7562874555587769,-0.8525952100753784,-0.0783638134598732,-0.18667258322238922,0.48176121711730957,-0.9007465839385986,0.22184908390045166,0.7362087965011597
72,-1.1120399236679077,0.467444509267807,0.7571481466293335,-0.8539234399795532,-0.07791928201913834,-0.18192942440509796,0.48129522800445557,-0.8969416618347168,0.2106604278087616,0.7373833060264587
73,-1.100980281829834,0.45921891927719116,0.7571399807929993,-0.8558804988861084,-0.07837862521409988,-0.1769751012325287,0.47958874702453613,-0.8942617774009705,0.1987040936946869,0.7382903099060059
74,-1.090348482131958,0.4486261010169983,0.757114052772522,-0.8593645095825195,-0.07469655573368073,-0.17111355066299438,0.4760602116584778,-0.8927439451217651,0.1860719621181488,0.7393708825111389
75,-1.0799306631088257,0.43684956431388855,0.7570794224739075,-0.8635416626930237,-0.06893771886825562,-0.1647844910621643,0.4715818762779236,-0.8918071389198303,0.17310190200805664,0.7405381798744202
76,-1.069685459136963,0.42885634303092957,0.7586146593093872,-0.8651942014694214,-0.06567046046257019,-0.1594933569431305,0.47083789110183716,-0.8928782343864441,0.15955232083797455,0.7426778078079224
77,-1.0596179962158203,0.42039501667022705,0.7607359290122986,-0.8666693568229675,-0.06125331297516823,-0.15409639477729797,0.4705173969268799,-0.8946404457092285,0.14592410624027252,0.7452840805053711
78,-1.049905776977539,0.4109974503517151,0.7640292644500732,-0.8678052425384521,-0.05453779548406601,-0.14849095046520233,0.4710521697998047,-0.8977848291397095,0.13213856518268585,0.7488237619400024
79,-1.0403555631637573,0.40247946977615356,0.7676880955696106,-0.8671532869338989,-0.04953967034816742,-0.14411112666130066,0.47415512800216675,-0.9022660851478577,0.11839951574802399,0.7533657550811768
80,-1.030885934829712,0.3944011628627777,0.7715297341346741,-0.8655915856361389,-0.04539943113923073,-0.14034155011177063,0.47853347659111023,-0.9074158668518066,0.10468348115682602,0.7584089040756226
81,-1.0224074125289917,0.3856543302536011,0.7756110429763794,-0.8620706796646118,-0.041644174605607986,-0.13677151501178741,0.4862031638622284,-0.9143055081367493,0.09125439822673798,0.7644438743591309
82,-1.0142074823379517,0.3770689070224762,0.7794404029846191,-0.857739269733429,-0.038170624524354935,-0.1332778036594391,0.4950387477874756,-0.9216642379760742,0.07801401615142822,0.770599365234375
83,-1.0065652132034302,0.3688066303730011,0.782765805721283,-0.8518255949020386,-0.03526298329234123,-0.12994341552257538,0.5062256455421448,-0.9299609065055847,0.06515143811702728,0.7769958972930908
84,-0.9990715980529785,0.36067286133766174,0.7850954532623291,-0.8431684970855713,-0.03466980159282684,-0.12528209388256073,0.5216986536979675,-0.9390280246734619,0.05261611193418503,0.7833533883094788
85,-0.9916521310806274,0.35260337591171265,0.7869272232055664,-0.8328820466995239,-0.035223301500082016,-0.11991945654153824,0.5391532182693481,-0.9484803676605225,0.0402444526553154,0.7896913290023804
86,-0.9845173358917236,0.3443310856819153,0.7872875928878784,-0.8206196427345276,-0.036983672529459,-0.1138991117477417,0.558786928653717,-0.9590353965759277,0.028531396761536598,0.7956554889678955
87,-0.9771775007247925,0.3357473611831665,0.7872942686080933,-0.8080758452415466,-0.04019837826490402,-0.1069473922252655,0.5778926014900208,-0.9697487354278564,0.017123417928814888,0.8013237714767456
88,-0.9694276452064514,0.32654088735580444,0.7865932583808899,-0.7954302430152893,-0.04633990302681923,-0.09820029139518738,0.5962382555007935,-0.9807783961296082,0.0063259294256567955,0.8064002990722656
89,-0.9638829231262207,0.31726759672164917,0.7847376465797424,-0.7830004692077637,-0.05190142244100571,-0.09006120264530182,0.6132745146751404,-0.9918817281723022,-0.0038725691847503185,0.8109204769134521
90,-0.9594406485557556,0.3079608976840973,0.7823047041893005,-0.7705093026161194,-0.05715981498360634,-0.08220865577459335,0.6295155882835388,-1.0030220746994019,-0.013771598227322102,0.8151624202728271
91,-0.9544815421104431,0.298511803150177,0.7781329154968262,-0.7545145153999329,-0.06342747807502747,-0.07331596314907074,0.6490837335586548,-1.0141066312789917,-0.022639963775873184,0.8186475038528442
92,-0.9498311281204224,0.2888041138648987,0.7735068798065186,-0.7376983761787415,-0.06962388753890991,-0.06389015913009644,0.668484628200531,-1.0251115560531616,-0.03114526905119419,0.8219547867774963
93,-0.9457980394363403,0.27857905626296997,0.7679723501205444,-0.7197793126106262,-0.07571691274642944,-0.053457025438547134,0.687987744808197,-1.0359570980072021,-0.038924481719732285,0.8249061703681946
94,-0.942486047744751,0.2689638137817383,0.7641920447349548,-0.704452633857727,-0.07892954349517822,-0.04845864325761795,0.7036820650100708,-1.0466563701629639,-0.046032726764678955,0.8274636268615723
95,-0.9395346641540527,0.25965365767478943,0.7612889409065247,-0.6903954744338989,-0.08069688826799393,-0.04617756977677345,0.7174327373504639,-1.0572824478149414,-0.0528053343296051,0.8298240900039673
96,-0.9373207092285156,0.2506602704524994,0.7620644569396973,-0.677756667137146,-0.07623139768838882,-0.044098272919654846,0.7299932241439819,-1.0676347017288208,-0.05848425626754761,0.8315515518188477
97,-0.935096800327301,0.24066606163978577,0.7628246545791626,-0.6649147272109985,-0.07204935699701309,-0.04163504019379616,0.7422693967819214,-1.0779600143432617,-0.06375649571418762,0.8331075310707092
98,-0.9328527450561523,0.2286701798439026,0.7635543346405029,-0.6519054174423218,-0.06846196949481964,-0.038419995456933975,0.7542255520820618,-1.0882314443588257,-0.06821538507938385,0.8343207836151123
99,-0.9309548139572144,0.2159368246793747,0.7637802362442017,-0.6379073262214661,-0.06457711011171341,-0.033590324223041534,0.7666654586791992,-1.098221778869629,-0.0719645619392395,0.8352516889572144
100,-0.9292299747467041,0.2028346210718155,0.7637543082237244,-0.6232657432556152,-0.06052882596850395,-0.027946149930357933,0.7791630625724792,-1.1080715656280518,-0.07535892724990845,0.8360415101051331
101,-0.9273473024368286,0.1920870840549469,0.7632274627685547,-0.6031755208969116,-0.05729994177818298,-0.023866113275289536,0.795189619064331,-1.1171255111694336,-0.07758540660142899,0.8365877270698547
102,-0.9256672263145447,0.18020597100257874,0.7633925676345825,-0.5830520391464233,-0.053810715675354004,-0.017031682655215263,0.8104718923568726,-1.1257474422454834,-0.07942788302898407,0.8372397422790527
103,-0.9243921637535095,0.1660579890012741,0.764941394329071,-0.563261866569519,-0.04984000325202942,-0.004709185101091862,0.8247604966163635,-1.1335052251815796,-0.08050230890512466,0.8381031155586243
104,-0.9225627183914185,0.15417064726352692,0.7671438455581665,-0.543588399887085,-0.04642152041196823,0.008134810253977776,0.8380277752876282,-1.140339732170105,-0.08052578568458557,0.8395340442657471
105,-0.9204559922218323,0.14341364800930023,0.7696731090545654,-0.52378910779953,-0.04326408728957176,0.021231835708022118,0.8504835963249207,-1.1467124223709106,-0.08002378791570663,0.841248631477356
106,-0.9176626801490784,0.13532575964927673,0.7718325853347778,-0.5044218897819519,-0.040650222450494766,0.03119553253054619,0.8619356155395508,-1.151421308517456,-0.0782846063375473,0.8434410095214844
107,-0.914457380771637,0.1279427707195282,0.7739061117172241,-0.4844970107078552,-0.03757094219326973,0.039877235889434814,0.8730754852294922,-1.1556177139282227,-0.07617996633052826,0.845745861530304
108,-0.9104280471801758,0.1219695582985878,0.7758077383041382,-0.46378010511398315,-0.03358779102563858,0.046009164303541183,0.8841171264648438,-1.1587891578674316,-0.0733443945646286,0.8482758402824402
109,-0.9059553146362305,0.1174461841583252,0.777353048324585,-0.4423868656158447,-0.029578564688563347,0.05160047113895416,0.8948498964309692,-1.1611132621765137,-0.0696209967136383,0.8507944941520691
110,-0.9012609124183655,0.11364784836769104,0.7787202596664429,-0.4205198287963867,-0.02554807811975479,0.05690302699804306,0.9051367044448853,-1.1630136966705322,-0.06545374542474747,0.8533074259757996
111,-0.8930819034576416,0.10892148315906525,0.7810946106910706,-0.39803290367126465,-0.020458105951547623,0.060129083693027496,0.9151698350906372,-1.163909912109375,-0.05986059457063675,0.8555653095245361
112,-0.8851680755615234,0.10429602861404419,0.7828812003135681,-0.3745899200439453,-0.015689637511968613,0.06192324310541153,0.9249874949455261,-1.1645445823669434,-0.05374255031347275,0.8576176762580872
113,-0.8777843713760376,0.09987229108810425,0.783492386341095,-0.34947946667671204,-0.011579178273677826,0.06088709458708763,0.934891939163208,-1.1646559238433838,-0.04657462239265442,0.8592591285705566
114,-0.8699489831924438,0.09497430175542831,0.783399760723114,-0.3226200044155121,-0.007970447652041912,0.05844724178314209,0.9446886777877808,-1.1641472578048706,-0.03842920809984207,0.8601341247558594
115,-0.8618877530097961,0.08983918279409409,0.7829553484916687,-0.29473888874053955,-0.0046100858598947525,0.055277932435274124,0.953966498374939,-1.1633284091949463,-0.02979506552219391,0.8606258630752563
116,-0.8545308113098145,0.08429956436157227,0.7798178195953369,-0.2633971571922302,-0.0017105510924011469,0.048296213150024414,0.963476300239563,-1.1615811586380005,-0.01952655240893364,0.8597970008850098
117,-0.8462681770324707,0.07870472222566605,0.7767218947410583,-0.23115047812461853,0.00027579645393416286,0.04209776967763901,0.9720067977905273,-1.1593867540359497,-0.008830265142023563,0.8585203289985657
118,-0.836193859577179,0.07299932837486267,0.7737090587615967,-0.19741466641426086,0.0004316563135944307,0.03752494230866432,0.9796016216278076,-1.1562979221343994,0.002721730386838317,0.8563483953475952
119,-0.8255782127380371,0.07087632268667221,0.7701536417007446,-0.1771627813577652,-0.0004552837344817817,0.03185189887881279,0.9836660027503967,-1.1520557403564453,0.014889487996697426,0.8535078167915344
