frame_idx,t_sec,cam1_origin_source,cam2_origin_source,cam3_origin_source,cam1_origin_held_frames,cam2_origin_held_frames,cam3_origin_held_frames,n_direct_cams,n_anchor_cams,n_held_cams,n_total_tags,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_n_cams,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_n_cams,pelvis_link_pos_x,pelvis_link_pos_y,pelvis_link_pos_z,pelvis_link_quat_w,pelvis_link_quat_x,pelvis_link_quat_y,pelvis_link_quat_z,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z,torso_rot6d_0,torso_rot6d_1,torso_rot6d_2,torso_rot6d_3,torso_rot6d_4,torso_rot6d_5,obj_rot6d_0,obj_rot6d_1,obj_rot6d_2,obj_rot6d_3,obj_rot6d_4,obj_rot6d_5,obj_in_torso_pos_x,obj_in_torso_pos_y,obj_in_torso_pos_z,obj_in_torso_rot6d_0,obj_in_torso_rot6d_1,obj_in_torso_rot6d_2,obj_in_torso_rot6d_3,obj_in_torso_rot6d_4,obj_in_torso_rot6d_5,torso_yaw_rad,obj_yaw_rad
1,0.6285240650177002,none,direct,direct,0,0,0,2,0,0,2,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.06452082154072247,0.9314504025878498,-0.17289840283418156,0.39554763084940725,-0.11348146722055556,0.11607514691519726,0.9039859449103766,,,,,,,-0.6613280566537825,0.688794241701368,-0.2969978014759859,-0.7414837536204807,-0.6601372639960729,0.12008595172067993,,,,,,,,,,,2.33585381661341
2,0.7732486724853516,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3381571308849418,0.9606997403282436,-0.7351667398265986,-0.44899947456284295,-0.43522368220115876,0.534952157984402,0.5681601948054679,1,-0.4086309103665634,0.9771155708525514,-0.7816851976016901,-0.009716122229690902,0.9936677547769358,-0.10944459801293425,-0.023491914591374972,-0.3403851089785168,0.9619223063792558,-0.7851021125183636,-0.44899947456284295,-0.43522368220115876,0.534952157984402,0.5681601948054679,,,,,,,,-0.3492970213528168,0.9668125705833047,-0.9848436032854233,-0.44899947456284295,-0.43522368220115876,0.534952157984402,0.5681601948054679,-0.3492970213528168,0.9668125705833047,-0.9848436032854233,-0.44899947456284295,-0.43522368220115876,0.534952157984402,0.5681601948054679,pelvis,1,4,0.05936232488380713,0.9302470542190437,-0.18423148935428815,0.39659861838023874,-0.11206175396516792,0.1109753802250179,0.90434294611118,-0.21795963658711193,-0.9758549538692102,-0.014167068424216236,0.04455956187150007,-0.02445132102024469,0.9987074538352984,-0.6603033983942717,0.6924501344292834,-0.29070987839741974,-0.7421945174491509,-0.6607880017655968,0.11183253100529848,-0.06473092890812981,0.8186810424157511,-0.36727443806853854,-0.5276928985001144,-0.33668827312120997,0.7798597384242922,0.805017353161652,0.09477325933279206,0.5856322142983995,-1.7905420959159795,2.332435035156447
3,0.9861307144165039,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3460060901461983,0.9619487756013312,-0.7306238299467688,-0.4578369834009515,-0.4375638553635221,0.5231884357273888,0.5702604929598889,1,-0.4176903449327603,0.9773376004922201,-0.7756188483840674,-0.013399464597535578,0.9944248837258758,-0.099024044961402,-0.03367259263496489,-0.3492218896292992,0.9636146913364757,-0.7804924910321427,-0.4578369834009515,-0.4375638553635221,0.5231884357273888,0.5702604929598889,,,,,,,,-0.3620850875617027,0.9702783542770538,-0.9799671353736384,-0.4578369834009515,-0.4375638553635221,0.5231884357273888,0.5702604929598889,-0.3620850875617027,0.9702783542770538,-0.9799671353736384,-0.4578369834009515,-0.4375638553635221,0.5231884357273888,0.5702604929598889,pelvis,1,4,0.057685419426296125,0.9306322377493139,-0.18226199577020016,0.3962568260815294,-0.11123304552036474,0.11143062358689869,0.9045390834536075,-0.19784633821945513,-0.9800293857359632,-0.019980729394683025,0.06431598966201761,-0.0333183147028902,0.9973732217074788,-0.6612154747361147,0.6920700373004359,-0.2895395645511484,-0.7416491078036526,-0.6611274878216551,0.11343300110935045,-0.060134429003766754,0.823928642433973,-0.36281954945638456,-0.5416447014028817,-0.3543643432448694,0.7622643437015904,0.792390451906103,0.0874627951120098,0.6037115463524256,-1.769996968543644,2.3333986961056397
4,1.160583257675171,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.33816862390713043,0.9606269600480263,-0.7361992728531846,-0.44930153619210245,-0.43546008769480543,0.5351038852123771,0.567597105023333,1,-0.40863165414039515,0.9769360303780622,-0.782771534933912,-0.009325885656829602,0.993731307061309,-0.10896968317440116,-0.023167334154126595,-0.3403692105516065,0.9618061562086299,-0.7861369031016754,-0.44930153619210245,-0.43546008769480543,0.5351038852123771,0.567597105023333,,,,,,,,-0.34917155712951087,0.9665229408510443,-0.9858874240956381,-0.44930153619210245,-0.43546008769480543,0.5351038852123771,0.567597105023333,-0.34917155712951087,0.9665229408510443,-0.9858874240956381,-0.44930153619210245,-0.43546008769480543,0.5351038852123771,0.567597105023333,pelvis,1,4,0.05917700683685698,0.930888116498102,-0.18435008396444236,0.39629447253056527,-0.11179938585838989,0.11143401489174012,0.9044523473840484,-0.2170052832004985,-0.9760772720111728,-0.013485774960990016,0.04401173288952179,-0.023583923212072356,0.9987526049698136,-0.660903176726816,0.6919424230139237,-0.29055580225840205,-0.7417754407284485,-0.6610663027336569,0.11296255539854295,-0.06464080581686094,0.8193500433209302,-0.3673793281582249,-0.5280514214476528,-0.33559957544614605,0.7800862909111275,0.8046975953761084,0.0957653608287532,0.5859102112621418,-1.7895621414460776,2.3332548424348007
5,1.3155839443206787,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.34061052013034243,0.9615151152502481,-0.7316916479386179,-0.44919102038879627,-0.434836107394216,0.5331676637705889,0.5699800252795971,1,-0.4112573390334969,0.978110944318266,-0.7778826149820781,-0.011228724257214159,0.9935874084165992,-0.10956028063358698,-0.025583637251794262,-0.34302945589575273,0.9629110822013965,-0.7816135872642702,-0.44919102038879627,-0.434836107394216,0.5331676637705889,0.5699800252795971,,,,,,,,-0.352705198957394,0.9684949500059904,-0.9813013445668799,-0.44919102038879627,-0.434836107394216,0.5331676637705889,0.5699800252795971,-0.352705198957394,0.9684949500059904,-0.9813013445668799,-0.44919102038879627,-0.434836107394216,0.5331676637705889,0.5699800252795971,pelvis,1,4,0.057392374109466154,0.9304340745033286,-0.18088978897164332,0.39656853911698414,-0.1122409366372022,0.11021671957162187,0.9044266916960684,-0.2182899738166359,-0.9757409213180908,-0.016707537115231055,0.0483787153082062,-0.027919339022969017,0.9984387865130482,-0.6602707318508495,0.6925926880530362,-0.2904443649248744,-0.7420759994042311,-0.661171337018983,0.11034343756083616,-0.06575554053045796,0.820064570502187,-0.3653185145956269,-0.5268079367645367,-0.3412706990902797,0.7784649688356715,0.8052761129334494,0.09272995109619232,0.585603567363188,-1.790889394963818,2.33230751979086
6,1.4703078269958496,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3392705094828241,0.9603463125555999,-0.7318543406187709,-0.45226153595898927,-0.4398792704320901,0.5298299532124636,0.5667856307414882,1,-0.41004937629251725,0.9760106190956066,-0.778168285751489,-0.012286706001062945,0.9943781951725156,-0.10223738878143633,-0.024668971527961638,-0.3415979221474704,0.9618202849326893,-0.7817783884887105,-0.45226153595898927,-0.4398792704320901,0.5298299532124636,0.5667856307414882,,,,,,,,-0.35090757280605556,0.9677161744410473,-0.981474579968469,-0.45226153595898927,-0.4398792704320901,0.5298299532124636,0.5667856307414882,-0.35090757280605556,0.9677161744410473,-0.981474579968469,-0.45226153595898927,-0.4398792704320901,0.5298299532124636,0.5667856307414882,pelvis,1,4,0.057048801143893095,0.9299237361864376,-0.18013525957234125,0.39651301981703185,-0.11206160956571228,0.11080912250288533,0.9044008840924808,-0.20393146107229643,-0.9787931063815947,-0.01939108261001958,0.0465482532929258,-0.029479447541789588,0.9984809573987925,-0.6604392415542403,0.6923785541089309,-0.29057175710190203,-0.7420483485978807,-0.6609975269714379,0.1115639622853276,-0.061742998316863584,0.8202258086585112,-0.36526538683247917,-0.5373765153425393,-0.3412835965895247,0.7712016516172847,0.7961434806417986,0.09633927930933225,0.5973895726355789,-1.7762076083890628,2.332589404392248
7,1.6129193305969238,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.33721255878817646,0.9612840547980243,-0.7322872223233311,-0.44771676767698254,-0.4332306209506929,0.5352072846615131,0.5704507756650015,1,-0.4077119008014658,0.9781826122734744,-0.7785936099058469,-0.010378672138599424,0.993302724477095,-0.11235533584941958,-0.024864818864889154,-0.3395657781010085,0.9625943406366367,-0.7822146247180767,-0.44771676767698254,-0.4332306209506929,0.5352072846615131,0.5704507756650015,,,,,,,,-0.34897865535233674,0.9678354839910867,-0.9819242342970591,-0.44771676767698254,-0.4332306209506929,0.5352072846615131,0.5704507756650015,-0.34897865535233674,0.9678354839910867,-0.9819242342970591,-0.44771676767698254,-0.4332306209506929,0.5352072846615131,0.5704507756650015,pelvis,1,4,0.059977906068977245,0.9299651333449008,-0.18114513629294976,0.39692344454076395,-0.1114747172658701,0.11086417386369729,0.9042866257652545,-0.22372185002310394,-0.9745371233416071,-0.015030936474651532,0.0470643862566412,-0.02620571677224979,0.9985480478949119,-0.660050333168779,0.6931480198290393,-0.28961937140126853,-0.7425822295745189,-0.6603218282548302,0.1120121218901569,-0.06662291567391976,0.819856114359071,-0.3651357764490296,-0.5234775452758773,-0.33842816246325347,0.7819447796639402,0.8079563580933036,0.09420451558375062,0.5816631608244038,-1.7964537097813928,2.3317405076096027
8,1.745103359222412,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3383285890896939,0.9616448516720514,-0.730536033877374,-0.4491551488060025,-0.43872762161242496,0.5331702174332835,0.567016089346244,1,-0.4087586061576608,0.9777800738327701,-0.777218657000225,-0.011709172359691518,0.9940345385989775,-0.10615176818055003,-0.022136699553269013,-0.34040475854735647,0.9630437688263717,-0.7804733200589279,-0.4491551488060025,-0.43872762161242496,0.5331702174332835,0.567016089346244,,,,,,,,-0.34870943637800683,0.9686394374436529,-0.9802224647851436,-0.4491551488060025,-0.43872762161242496,0.5331702174332835,0.567016089346244,-0.34870943637800683,0.9686394374436529,-0.9802224647851436,-0.4491551488060025,-0.43872762161242496,0.5331702174332835,0.567016089346244,pelvis,1,4,0.05830459437805574,0.92989948669655,-0.1796845478125392,0.3965361865161908,-0.11125636162703721,0.10903715198728477,0.9047054627154699,-0.21155545267072529,-0.9771893947895876,-0.018578943889361488,0.04152338915325176,-0.027978343086405948,0.9987457236310787,-0.6607621495614212,0.6932347545865573,-0.2877828291269051,-0.7417590618356756,-0.6617399045393964,0.10905866735316387,-0.06312291753593569,0.8175183028039905,-0.36837682254622856,-0.5322871135887278,-0.334254513602171,0.7777816845644777,0.801542196062828,0.09663591354449176,0.590077628913518,-1.7839998547353386,2.332216310272822
9,1.8987760543823242,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3406430161795202,0.9616747641911059,-0.728641795622778,-0.44611976474971654,-0.4362252395804316,0.5354966994370518,0.5691467128471152,1,-0.41087811352755305,0.9785202561254533,-0.7753671688369341,-0.011877744120389054,0.9934942083071575,-0.11114920397700935,-0.021772269289674313,-0.34267405834321735,0.963096808230274,-0.7785802843712368,-0.44611976474971654,-0.4362252395804316,0.5354966994370518,0.5691467128471152,,,,,,,,-0.35079822699800584,0.9687849843869465,-0.9783342393650722,-0.44611976474971654,-0.4362252395804316,0.5354966994370518,0.5691467128471152,-0.35079822699800584,0.9687849843869465,-0.9783342393650722,-0.44611976474971654,-0.4362252395804316,0.5354966994370518,0.5691467128471152,pelvis,1,4,0.056722057671385405,0.9298619527535382,-0.17753814335677637,0.3954871196989929,-0.11172284769058274,0.10949254509872926,0.9050521123249777,-0.22136939170530515,-0.9750095472997752,-0.01876099918208111,0.040620843273942525,-0.028440880783362547,0.9987697749691767,-0.6622158869122027,0.6914072682831507,-0.28883578117386444,-0.7403385440404288,-0.6632026414399943,0.10982302397544982,-0.06728592497463715,0.8174717595233221,-0.368883042267921,-0.5221155117308273,-0.3350444476118344,0.7843090019466421,0.8084568106856684,0.09847680823567534,0.5802584798998386,-1.7940547647724772,2.3346324644367002
10,2.0720977783203125,none,direct,direct,0,0,0,2,0,0,6,0,,,,,,,,0,1,8,-0.3383530860923367,0.9620082178561693,-0.7294056832407695,-0.4492812294017489,-0.43900896636222003,0.5319575470937996,0.5678368361164818,1,-0.40887127643823723,0.978200696686908,-0.77593511972624,-0.012803512991576926,0.9940422894871251,-0.10575209372315601,-0.023075776031105742,-0.3405115159855149,0.9635249723558894,-0.7793360411023332,-0.4492812294017489,-0.43900896636222003,0.5319575470937996,0.5678368361164818,,,,,,,,-0.3491452355582276,0.96959199035477,-0.979057472548588,-0.4492812294017489,-0.43900896636222003,0.5319575470937996,0.5678368361164818,-0.3491452355582276,0.96959199035477,-0.979057472548588,-0.4492812294017489,-0.43900896636222003,0.5319575470937996,0.5678368361164818,pelvis,1,4,0.05793101152510077,0.9297330539442573,-0.178669682257108,0.3970583103682891,-0.11211692843994431,0.1096246003116791,0.9042991427238979,-0.21083500872165578,-0.9773051294564862,-0.020573843476098367,0.04316859786356334,-0.030335089994402743,0.9986071572312739,-0.6595489850493437,0.6935374324180824,-0.2898292016952651,-0.7427005262916905,-0.6606542903479684,0.1092329478265095,-0.063338634213156,0.8180550111788378,-0.3670076793475923,-0.5327787735265548,-0.33893584052132364,0.7754155495536855,0.8000007571217769,0.09706047050537378,0.5920963212770886,-1.7832710801667593,2.3310805720978482
