frame_idx,t_sec,cam1_origin_source,cam2_origin_source,cam3_origin_source,cam1_origin_held_frames,cam2_origin_held_frames,cam3_origin_held_frames,n_direct_cams,n_anchor_cams,n_held_cams,n_total_tags,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_n_cams,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_n_cams,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z
12,3.740011215209961,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8208817394767531,0.1725239507297685,-0.17430619700552163,0.991963177054767,0.038162573910358426,-0.105018825264526,-0.05936092704808858
13,4.024764537811279,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8192250011919123,0.17418715342802668,-0.17065083807464285,0.9928698549596132,0.04421510031132174,-0.09390678836945014,-0.05861732777150337
14,4.2962565422058105,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8311838417337102,0.17719297597378775,-0.17664730534638262,0.9838875742924784,0.050253831930773665,-0.16065765818673455,-0.060240438204671905
15,4.553215742111206,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.821046157491775,0.1752017441770095,-0.17803448999782764,0.9919246836466842,0.03983247729609223,-0.10239684910980645,-0.06335361881744007
16,4.820182800292969,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8173234456757736,0.17784476709708114,-0.1768549819159164,0.9921067296746128,0.04543424070789823,-0.09765955610732191,-0.0642073033740119
17,5.101643085479736,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8195857228674959,0.17684794703581833,-0.16921521435127593,0.9928508420247802,0.0355799328837503,-0.09548017153045009,-0.062167601780900736
18,5.357892751693726,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8199932034685213,0.17903115262030717,-0.20102001930468935,0.9896457753029813,0.03784135387214098,-0.12499582312174137,-0.05954255255028041
19,5.610787868499756,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8246749898127143,0.17412088135964787,-0.17577163355676909,0.9867398744129249,0.05135578077840703,-0.1422111688200356,-0.05901684070707941
20,5.86504864692688,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8212334130015833,0.1762469572152,-0.17616667842415787,0.988801250837987,0.03340567626239398,-0.1311915502258295,-0.06280863224134302
21,6.1640355587005615,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8232140331743413,0.1770726814612459,-0.19094651111031602,0.9870707246308421,0.05450464033464446,-0.13878141356203788,-0.05882472276566895
22,6.434568166732788,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.820973489003745,0.17482502386820503,-0.17247401285590744,0.9920481964720586,0.04143305308031635,-0.1017644193817947,-0.06138143804820637
23,6.700103759765625,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8242413997245875,0.17128024387831037,-0.18269488097976266,0.9865758145525583,0.06466912284350998,-0.1375819012546655,-0.05964299739079754
24,6.95310640335083,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8255801178558066,0.17058746657695228,-0.1695382858585979,0.9880227400284677,0.056519799952372524,-0.12983601160933303,-0.06131221321534648
25,7.207821846008301,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8196545811957079,0.17560665942400294,-0.17079167683807442,0.991908953442416,0.04211816787785859,-0.1017504826181836,-0.06316270499551441
26,7.468026876449585,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8236635586615875,0.17824283003324276,-0.16094386465190474,0.9902170202477772,0.0364694460427188,-0.11957191396627044,-0.061990238807355935
27,7.729212522506714,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.825055824266675,0.1732713822883904,-0.19587925664065914,0.984866709358075,0.05977020203305361,-0.1504274672356443,-0.061940817303248165
28,8.003671169281006,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.824827842615779,0.17233248734827994,-0.1643535931692181,0.9892661448337958,0.04933387445915616,-0.12372303861104356,-0.060093870181390806
29,8.291313171386719,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8220675312162237,0.17448029064775422,-0.178772821724039,0.9895509216807794,0.050132893716606244,-0.1196503344349621,-0.06292427065863607
30,8.53549599647522,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8158543369814326,0.17735847725918302,-0.17013928334743555,0.9909941228701071,0.051436126926985175,-0.10591510219959738,-0.06377275601467254
31,8.781004428863525,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8221267332639792,0.17540937414661556,-0.1757461124343173,0.9867869398616932,0.06038651342738009,-0.13614943696803022,-0.06378350200301296
32,9.027709007263184,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.819150059381089,0.17567210937361433,-0.17933673948926826,0.991299247580952,0.03913195451693921,-0.10979923313290464,-0.061144257985101334
33,9.273375511169434,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8163285805662726,0.1756687251441463,-0.17707687899960095,0.9918819437685583,0.0405379008217439,-0.10224569643225909,-0.06381775445716893
34,9.521620273590088,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8211482872711365,0.17372903755428243,-0.17448687192034223,0.9898780619914267,0.049827183852673027,-0.11875142041655314,-0.05963869789373589
35,9.773266792297363,direct,direct,direct,0,0,0,3,0,0,7,0,,,,,,,,0,1,7,-0.5893201379812084,1.3364524033844882,-0.7327197045259557,0.538786567739125,0.5105266201748356,0.46538198169303546,0.4821734289985459,1,-0.5893201379812084,1.3364524033844882,-0.7827197045259557,0.538786567739125,0.5105266201748356,0.46538198169303546,0.4821734289985459,,,,,,,,-0.5893201379812084,1.3364524033844882,-0.9827197045259557,0.538786567739125,0.5105266201748356,0.46538198169303546,0.4821734289985459,-0.5893201379812084,1.3364524033844882,-0.9827197045259557,0.538786567739125,0.5105266201748356,0.46538198169303546,0.4821734289985459,pelvis,1,5,-0.8178395842229174,0.17374074325608854,-0.17727987248330224,0.9921934401374023,0.043264566757391515,-0.1002384775415513,-0.060271072926853776
36,10.030074119567871,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8238343604002921,0.17262818645261493,-0.1946612841093152,0.9861597032998864,0.055984651874010485,-0.1435961466628791,-0.06111386917548937
37,10.29182767868042,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8197252043421126,0.18069625008030127,-0.1914913052631946,0.9881579919504148,0.04370988409362284,-0.13214491948710289,-0.06458288651642288
38,10.55254316329956,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8158458003319049,0.17834792234172692,-0.19098154408767926,0.9923849672746127,0.036067828037197956,-0.10137753284813364,-0.05994818047005829
39,10.808187246322632,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8208858050674122,0.1759942312947682,-0.1793405384220952,0.9902827823896642,0.04170482369773905,-0.11943146038333519,-0.05776542957193041
40,11.057184219360352,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8161348158359052,0.17484333729320334,-0.19477902374908207,0.9907272940093829,0.04647580629044997,-0.11204604911593212,-0.06119731376464716
41,11.317537307739258,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8234426005043196,0.17541298981916517,-0.1854784700990983,0.9886462908383618,0.040363342430907015,-0.1315065936196432,-0.06045930891031413
42,11.58253812789917,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8262309498856479,0.18022652101192016,-0.1672520136085474,0.9910774522723973,0.029700306967026385,-0.11531894919243511,-0.05987416237803278
43,11.839664936065674,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8224747694971937,0.17420621709363884,-0.18139045012213903,0.9854206821702911,0.06447660912602309,-0.144397956445158,-0.06275409310244637
44,12.101519584655762,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8220653450203611,0.17422943290078063,-0.18677700625476945,0.9864639872777379,0.06478826635589459,-0.13790102702241028,-0.0606183890652766
45,12.349944353103638,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8142219530623205,0.17855369334096294,-0.18979680070633603,0.9901114821993396,0.04819167788994423,-0.11467480251916787,-0.06485757215906673
46,12.60606050491333,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8213453619622155,0.1750817628484214,-0.17126488226681,0.9917788460931114,0.031298834988973206,-0.10854029163273603,-0.06011745555851724
47,12.866020441055298,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8206458701945525,0.1759648774570715,-0.16843865348424206,0.992454418290304,0.04039792625294205,-0.09739064614095506,-0.06258831532134122
48,13.135998964309692,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8236884414972865,0.1701834806609785,-0.17602639418970478,0.9908113520816325,0.045744246807588464,-0.11252005844531242,-0.05949424272681729
49,13.405071020126343,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8209190589548325,0.1728403867948707,-0.17723452034973658,0.9931317281515165,0.029787718856101462,-0.0978600625800946,-0.05679322579280331
50,13.672389507293701,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.830365401997106,0.1708458124539735,-0.1877865424031408,0.9819741343980055,0.06859243055737752,-0.1658661086101688,-0.05924788484021162
51,13.940877914428711,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.813793611945782,0.17559358687535667,-0.17762805393253198,0.9913348627709063,0.0467762419065903,-0.10468583890498792,-0.06409405729740916
52,14.193483352661133,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8033139471071582,0.18585033060243078,-0.18259904336960453,0.9967291092095398,0.010377150704720093,-0.04678076794348205,-0.06507654991029384
53,14.446155071258545,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8221020877543157,0.17591308392921254,-0.18708316695012311,0.9872850818908484,0.06127908608827696,-0.13328273054559983,-0.06122707262539617
54,14.704090356826782,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.824846492094084,0.17134171260557252,-0.1715727354562908,0.9879416169578752,0.05968892627898148,-0.1295137323878514,-0.0602891921101058
55,14.972003698348999,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.817660374748059,0.1750789432809161,-0.17641904785568485,0.9914323515891637,0.04816399351069428,-0.1045780908697235,-0.061689098400986256
56,15.227623224258423,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8192176229189678,0.176970226002636,-0.1796037588398443,0.9929513173818565,0.037150452721865346,-0.09568947818041425,-0.059254104817780616
57,15.482971668243408,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8184820242216525,0.17623646107720917,-0.17918760502624687,0.9914372877891504,0.04510297484274637,-0.10621003384908466,-0.061133090478104966
58,15.743037223815918,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8166690026203169,0.1778973276282071,-0.18555132282665712,0.9889740081571471,0.047986799437685725,-0.12505037093484472,-0.06316710376748645
59,16.0035617351532,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8163208297465411,0.1775161837760139,-0.1828706888802471,0.992431698947444,0.0525163074062265,-0.09130696950680797,-0.06312208567678532
60,16.265088081359863,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8231766497156943,0.17953770388285917,-0.18650028689873693,0.9883015752657809,0.0427307582425689,-0.13336749660523925,-0.06039196533018809
61,16.52427577972412,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8168703794859112,0.17556583129231335,-0.18848853728196596,0.9910839442574335,0.03966181172189795,-0.1111663496385936,-0.06181908147243115
62,16.783901929855347,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8164403811377654,0.17661492891597425,-0.18996785383920628,0.9908998521669874,0.04078353520484273,-0.11290623883982123,-0.06087994302464002
63,17.049177885055542,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8165055768009355,0.17468012853687054,-0.18025571124586584,0.9927605463558195,0.04095460213377321,-0.09485111251896605,-0.06125752702545028
64,17.297097206115723,direct,direct,direct,0,0,0,3,0,0,7,0,,,,,,,,0,1,7,-0.5852816821491794,1.339289535049344,-0.7280734870587392,0.5373207187318936,0.5078098615186545,0.4670466343430981,0.48505982220199484,1,-0.5852816821491794,1.339289535049344,-0.7780734870587392,0.5373207187318936,0.5078098615186545,0.4670466343430981,0.48505982220199484,,,,,,,,-0.5852816821491794,1.339289535049344,-0.9780734870587393,0.5373207187318936,0.5078098615186545,0.4670466343430981,0.48505982220199484,-0.5852816821491794,1.339289535049344,-0.9780734870587393,0.5373207187318936,0.5078098615186545,0.4670466343430981,0.48505982220199484,pelvis,1,5,-0.8250524103654379,0.1771500694766418,-0.17681868471799678,0.9888763431025087,0.03685834262218676,-0.13118425856327873,-0.059629949996271546
65,17.547282934188843,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8254976566024914,0.17089504626515645,-0.1759118881814816,0.9847008725850226,0.06399389648219823,-0.15020671086796678,-0.060884454120472144
66,17.798595190048218,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8183546576339028,0.17622705389659218,-0.1666060859232737,0.9908282601947507,0.04872636112561933,-0.10883622184674792,-0.06355924279776058
67,18.052128314971924,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8145808148024525,0.18007971750646082,-0.18271339163852834,0.9902686417343542,0.05196734497939023,-0.1121066179494321,-0.06402748210987536
68,18.313963651657104,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8178651915357734,0.17676644985650333,-0.18560613310522847,0.9884549592429984,0.04779853135257356,-0.12969726052231467,-0.0620541260631908
69,18.568079948425293,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8195499760816017,0.17877072752116316,-0.20342589650625925,0.9888243431275437,0.042981013267340766,-0.13021529429112438,-0.05850664978932188
70,18.82751774787903,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7998300514755746,0.1842915007645755,-0.19298426484103337,0.9967687788005957,0.014335677544811005,-0.045949860388005415,-0.06430474545492952
71,19.091039657592773,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8244543208419582,0.1746703431349728,-0.17757612102775222,0.9873164194317283,0.05884620595794329,-0.1342281660946106,-0.06104270137981039
72,19.376224517822266,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8235716172755401,0.17484333117162043,-0.18829371518037166,0.9862628331333039,0.0631569018267247,-0.13889883539319534,-0.06327671971532906
73,19.64781904220581,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8153139500296146,0.17445804397260692,-0.1800749436151836,0.989643501821289,0.06015246998110882,-0.11466120054703183,-0.061969579207716986
74,19.902859449386597,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8197982920242237,0.17537860077618075,-0.19038526863481078,0.9896829703398013,0.04203582340804279,-0.12224633940891907,-0.061777344317437984
75,20.14750623703003,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8193167975939414,0.17695719982314115,-0.1770906665915897,0.9925219346912362,0.03935444674617707,-0.09714096229387077,-0.06257052119559599
76,20.398224592208862,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8215979112034051,0.1734640185236293,-0.17264128421850133,0.991275971697383,0.04010353885127041,-0.10994161992628067,-0.06063410191467403
77,20.639051914215088,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8222590910436491,0.1766470052899729,-0.19214473910964414,0.988683309907755,0.04329234144026802,-0.1311923701152229,-0.05847775565132382
