frame_idx,t_sec,cam1_origin_source,cam2_origin_source,cam3_origin_source,cam1_origin_held_frames,cam2_origin_held_frames,cam3_origin_held_frames,n_direct_cams,n_anchor_cams,n_held_cams,n_total_tags,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_n_cams,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_n_cams,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z
220,57.13469672203064,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8044860662327769,0.18801883006395118,-0.1918547437214539,0.9957734684658428,0.02224372688076813,-0.059445820396147035,-0.06638230601137601
221,57.38256001472473,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8177205996607344,0.17186532791571077,-0.17580053035723392,0.9892697097135806,0.05522226239043627,-0.11999907780855638,-0.062419263891732815
222,57.63166165351868,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8189107460405827,0.17577219937181857,-0.17200639955588787,0.9914491307945743,0.05227612548976135,-0.10182245026760414,-0.06267388907641941
223,57.88770818710327,direct,direct,direct,0,0,0,3,0,0,7,0,,,,,,,,0,1,7,-0.5868684954387056,1.3360495760736857,-0.7274687275759034,0.5391105032311182,0.5115870343580619,0.46588839894353506,0.4801943057892746,1,-0.5868684954387056,1.3360495760736857,-0.7774687275759035,0.5391105032311182,0.5115870343580619,0.46588839894353506,0.4801943057892746,,,,,,,,-0.5868684954387056,1.3360495760736857,-0.9774687275759035,0.5391105032311182,0.5115870343580619,0.46588839894353506,0.4801943057892746,-0.5868684954387056,1.3360495760736857,-0.9774687275759035,0.5391105032311182,0.5115870343580619,0.46588839894353506,0.4801943057892746,pelvis,1,5,-0.8146124697537407,0.17852245458277563,-0.1781855321323324,0.99231399449622,0.04114400276455771,-0.09833570975818845,-0.06285058114146042
224,58.14092540740967,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8148503124052198,0.17647886251630793,-0.1916913559311832,0.989560252100748,0.05858446334865118,-0.11531227917002924,-0.06357237127139304
225,58.39248466491699,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8231160552535944,0.17538830030288632,-0.20454771433735247,0.984764081381215,0.05928030624888583,-0.15281660580099463,-0.058074385953824095
226,58.639559507369995,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7949008059319926,0.19195699227974417,-0.2070403465824567,0.9970245390413922,0.007211378050564128,-0.03994762602724212,-0.06553054059519929
227,58.88543152809143,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8216891113779998,0.17933320572251682,-0.21146627360372336,0.9831395294052276,0.06349500380273866,-0.16103575429829792,-0.05892822796025722
228,59.13602948188782,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8150502786734862,0.17517326225602584,-0.1754194942227918,0.9901196721318347,0.06574716861715578,-0.10525122375796445,-0.0652880124818206
229,59.385231018066406,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8187169877318636,0.17257859784146684,-0.17476959522411045,0.9901987973013515,0.04732171759889726,-0.11604537133149521,-0.061647941238800644
230,59.63221979141235,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8195144447934536,0.17517522403004496,-0.17106154933953957,0.9924008374537259,0.0383197970247685,-0.09953379089182586,-0.06136118844861349
231,59.88422656059265,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.816669041598745,0.17610663477347252,-0.18034363205028855,0.9919937375191239,0.04221819315548432,-0.10180537021741297,-0.0616580528756883
232,60.158777952194214,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8147232730114884,0.17696848084511563,-0.2060542127590317,0.9918741289717211,0.03046505033693263,-0.1085359721245558,-0.0589706345525934
233,60.40528154373169,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8200924513423633,0.1742346090575851,-0.18719509044987842,0.9901728140174034,0.0445053524402441,-0.1183491450070612,-0.05975409493184506
234,60.65158534049988,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8241690848765183,0.17630258585584607,-0.1942438195197879,0.9852316562767669,0.05920653019668029,-0.14952218419075516,-0.05879019209897422
235,60.936540842056274,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8122780747265841,0.17309246818275234,-0.18234886569057787,0.9916821939357523,0.04879885680873335,-0.10170701169685338,-0.06197403953777581
236,61.209859132766724,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8173785567337376,0.17427374164677617,-0.1894787181085642,0.9882944713418461,0.056357973480031055,-0.12681615316228528,-0.063367815470355
237,61.46679067611694,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8167829797054471,0.17786695096142713,-0.1786273450985536,0.9910647890958978,0.05248172188568344,-0.10371724934764807,-0.06541395011750484
238,61.73586559295654,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8179457140414481,0.17230476277361784,-0.17524839570790937,0.9916483571109275,0.05500151090775902,-0.09885288051583742,-0.06193930618584292
239,61.99358892440796,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.81915373812909,0.17772287062965772,-0.17773790566290865,0.9898034195016012,0.03259190361260339,-0.12370247190085025,-0.06264708299245511
240,62.24320864677429,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8177593970431161,0.17843597573797493,-0.1716827044703816,0.9915657912126636,0.04134844608144255,-0.10605633898512792,-0.06196483409585061
241,62.492825984954834,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8269578467518452,0.17236778779304698,-0.18465136333276394,0.982968009744465,0.07215585862229501,-0.15724410366819233,-0.0619815758679276
242,62.73452186584473,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8216901882158613,0.1727459881509264,-0.18762262389944495,0.9867151698475942,0.05795480582927652,-0.13833887095691508,-0.06242412078908352
243,62.97059988975525,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8159239434553354,0.1743692449125298,-0.17016079521729094,0.9932206099040725,0.04478764265734489,-0.08780701466148084,-0.061618303313373396
244,63.208805084228516,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8102444912722622,0.18496383894857663,-0.19218525218856575,0.9951386451384647,0.017501249052893353,-0.07334374560771215,-0.06335201822989207
245,63.455809593200684,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.814213535832094,0.1730634771276565,-0.16833929225168068,0.9927420391218472,0.04228719254430666,-0.09332793408300656,-0.0629677205138914
246,63.70162057876587,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8218620398827168,0.1774063484356869,-0.17015597449939218,0.9896644140489479,0.041746120559827564,-0.12149707970811255,-0.06371866763953561
247,63.95660638809204,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8186016209430137,0.1760999815734742,-0.18658416097592206,0.9894337423894204,0.04989048670601226,-0.12026289770611066,-0.06378592472350798
248,64.21616721153259,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8265687362771923,0.17074533174493806,-0.1811235467474993,0.9870276339837157,0.05654341508761858,-0.13751604473358,-0.06056921168027149
249,64.4684784412384,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8156251331744111,0.17956900084762245,-0.18058205970524932,0.9923663692275756,0.04276602840887653,-0.09880473754663938,-0.06014715187396642
250,64.71670007705688,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.814268083469015,0.1780864352619368,-0.21902939290668152,0.9885001549736645,0.0536929490804481,-0.12875828342956858,-0.05835936329635989
251,64.96323204040527,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8182540652737543,0.17507265985148568,-0.1844436679660965,0.9887208253772604,0.052195641280502504,-0.12573688843101818,-0.062425791018711714
252,65.20346236228943,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8172375367843596,0.17320960197175303,-0.16612187762012698,0.9922734619697736,0.04363179438011444,-0.09781350159203049,-0.06262716739560845
253,65.45319151878357,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8186139370420995,0.17392444087935294,-0.1869098206322864,0.9891711439812287,0.06088094009259619,-0.11859433184895903,-0.061394979449527744
254,65.70901155471802,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8190125307933032,0.1746730160426685,-0.16525686029580608,0.9919573158225627,0.04480254653945959,-0.10156818839273132,-0.060805579647716816
255,65.97400522232056,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8179144275808852,0.17587220197375836,-0.189295601441467,0.9906346009047317,0.052671375772948746,-0.10991192745750678,-0.06154820766751608
256,66.25582528114319,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8211606671337754,0.17202867887952808,-0.18478843016939406,0.9922357503819095,0.03934007215453041,-0.10376361901560141,-0.056157686523846236
257,66.51389360427856,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8243582395563241,0.17466766049412014,-0.1760511278850262,0.9870519256992363,0.06383515019516116,-0.13356964800534915,-0.06174721616978031
258,66.77411460876465,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8207271706476885,0.1739186013548542,-0.1720427686393337,0.9932477183534306,0.04169857926949296,-0.09179870184283935,-0.05738638176936753
259,67.02741265296936,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8188280645130872,0.17589000827129986,-0.19100050677550123,0.9907660747602653,0.039652191772889527,-0.11429569754039098,-0.06121096564748655
260,67.28461861610413,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8152324568499361,0.17401490381323528,-0.17902179727570933,0.991625916350023,0.05330439293386257,-0.09951238805371262,-0.06272135474283844
261,67.53659844398499,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.820313979908011,0.17631852452831204,-0.1905295351118411,0.9898721625966742,0.04797752636497472,-0.12040097725705805,-0.0579211822706245
262,67.79703569412231,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8178112603211299,0.17677259916990573,-0.17507103736310817,0.9928809758736304,0.04311986451703909,-0.09126276132081655,-0.0632388601127441
263,68.0629198551178,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.81538636629282,0.17688575600326695,-0.1987647838105063,0.98979551430097,0.050184815832869975,-0.11884224694960423,-0.060521438098153614
264,68.3206844329834,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8270775412507251,0.17241294965973933,-0.18376554730152353,0.9827880212187377,0.07375412264365784,-0.15830400486424046,-0.06023185856309701
265,68.58294320106506,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8174451246312064,0.17547107825592434,-0.180221736197784,0.9923322701325666,0.04080518758194756,-0.09961766497272034,-0.06072827303103313
266,68.82955193519592,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8233397237401835,0.1732449748229353,-0.1743030195447443,0.9894682371939507,0.050276214617182256,-0.12123443910357502,-0.06105014826603174
267,69.07727074623108,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.818400002521764,0.17644773420047138,-0.17424324277105704,0.9915067986162129,0.04936277403389506,-0.1029098302901426,-0.06234702612925076
268,69.31682181358337,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8174830863455209,0.1778023468500662,-0.17262352143772833,0.9915615913613801,0.04421002211699435,-0.10486049427733918,-0.06209155515216613
269,69.56240940093994,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8206519273450498,0.17434997137515168,-0.18292583836538545,0.9901425556988581,0.050266299226927214,-0.11637538112865937,-0.05956332112401148
270,69.80870199203491,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8146592172448601,0.17844545372483198,-0.16781665280066574,0.992499172576506,0.04282563810739541,-0.09452293130100828,-0.06462795535919678
271,70.05490231513977,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8191836444697076,0.17632968269708477,-0.18376532536415358,0.9907335591600677,0.04502138803765278,-0.11297559467669224,-0.060469863408442
272,70.30288457870483,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8137985747212186,0.17787065837740554,-0.19141946924447462,0.9911206600171164,0.04978358451628006,-0.1058160479696961,-0.06328029702854474
273,70.5485610961914,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8171670482584087,0.1749034519187458,-0.18745436394498385,0.9910146660993008,0.04819786262066132,-0.1095766240581404,-0.059664571354467996
274,70.80531477928162,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8185234837396349,0.1766649855010193,-0.18217241662710337,0.9921330877886074,0.03886855075571149,-0.10362337465623843,-0.05850955564732029
275,71.0554690361023,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8153006307714831,0.1775216024474331,-0.18684372567979168,0.9910589347195776,0.05312404221018797,-0.10544231715209394,-0.06214452353460718
276,71.31571841239929,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8259586277624533,0.17228090737716004,-0.17113217149834356,0.987835243878142,0.06327348284585041,-0.12880559700790725,-0.05989253292526701
277,71.56329584121704,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8226274509110376,0.17449741080093542,-0.1915603171823188,0.9855769860543606,0.06656993134953591,-0.14204369513777182,-0.06348257612706297
278,71.80996417999268,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8300471134809757,0.17663535153166665,-0.1659997064697846,0.985023588142914,0.05131744132947015,-0.1530448752373108,-0.060599646707315706
279,72.06763911247253,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.818718570225615,0.17687290547388393,-0.17778336966319888,0.9922738302534991,0.04656612129696406,-0.09903358144432248,-0.05845162006067257
280,72.33062648773193,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.817591302302209,0.17770286243113592,-0.1822876202757424,0.991244834959733,0.044137305644757326,-0.10818582224677066,-0.06149311571926612
281,72.5888991355896,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8221271603751354,0.1746214999570128,-0.18987576759083505,0.9896560746324666,0.042806353188216996,-0.12432161132680224,-0.057381242814101154
282,72.84778714179993,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8185736764516316,0.17536514248946872,-0.17614602867676768,0.9925913778608948,0.03794894809591158,-0.09591085926493038,-0.06421324637243521
283,73.09939289093018,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8137916777482717,0.17807212113543955,-0.18011737484358029,0.9912904725600878,0.05171149738587999,-0.10207634815041747,-0.06518848976608423
284,73.34669613838196,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.82392989975828,0.1767130724470976,-0.191723037322548,0.9863583203737357,0.06063285504505232,-0.14099272316963618,-0.05951447497709255
285,73.59606122970581,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8261220614163265,0.17089131839727215,-0.18318148158457104,0.9906495584649303,0.03537640861846551,-0.11971069488251604,-0.05505734789510969
286,73.84768652915955,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8245472817355419,0.1721746876605114,-0.17401752939580076,0.9877183532034809,0.06524916706364223,-0.12843912876173985,-0.060484635614592205
287,74.10890483856201,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8200132558342303,0.17502689156318316,-0.1792969018713847,0.9922355023992006,0.04141574983754067,-0.1023897845282777,-0.057181950546069386
288,74.36809301376343,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8193771938309197,0.17555425488804813,-0.17894890010132458,0.9902115798798696,0.05023871220767996,-0.11498887566672308,-0.061111842881961656
289,74.61703300476074,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8173509846495743,0.17565354667023164,-0.17605328466318482,0.9916554332968884,0.0544304286878368,-0.09978460080486626,-0.06082650316952588
290,74.86576199531555,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8206698846266125,0.1782353087713965,-0.17960131844552554,0.9917463308319971,0.03928311843890682,-0.10685019283278803,-0.05898379589838006
291,75.11937499046326,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8204545740423252,0.175312846851324,-0.17080158775158458,0.9902637271589011,0.05658485670840325,-0.11018369285261266,-0.06352525870873796
292,75.36787915229797,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8232452238473436,0.17742541281156238,-0.19955696232565706,0.9874699409480574,0.052625459449836695,-0.13682306327435678,-0.05842196588574493
293,75.62485074996948,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8182116423137403,0.17292570764869417,-0.17585470883709978,0.9906255214266739,0.05845365095007146,-0.10681886349315203,-0.0619191197512452
294,75.8833110332489,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8187560478228084,0.1732675237485094,-0.18505827590359922,0.9888582239005941,0.05486969163365915,-0.12346121009779241,-0.062498476504460616
295,76.1430311203003,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8252457785310336,0.17324429602576447,-0.2085334673276506,0.984692378354315,0.05509050536626081,-0.1551949523923619,-0.057100639062493144
296,76.40203475952148,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8191573591020299,0.1752839661258258,-0.1700445435580616,0.9920650515492754,0.04286197407202745,-0.10121004962614791,-0.061043513397046265
297,76.65865635871887,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8250703226355254,0.174519407411704,-0.17648640070107036,0.9875938722932643,0.05626233802984644,-0.13307526876814252,-0.06151313331718169
298,76.91465735435486,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8154972259234303,0.17672271026331485,-0.1892335247065862,0.9912705494467173,0.04664975224374344,-0.10515143218083113,-0.064417968964572
299,77.17108941078186,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8190693219666914,0.17601873391294495,-0.15966902253493442,0.9928891240569088,0.04368599338290378,-0.09236003632842271,-0.06109292103890478
300,77.43217349052429,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8204591316803131,0.17533577032933972,-0.1878644036630508,0.9864531221993047,0.06467775248710718,-0.1370041437128318,-0.06290382056738626
301,77.6874406337738,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8253944844061883,0.17543851974170224,-0.17854128531506974,0.9898370586605579,0.04639348376068084,-0.12106144973681729,-0.058432588119839986
302,77.98309230804443,direct,direct,direct,0,0,0,3,0,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.8164842755858044,0.17689798971712759,-0.18694985716258752,0.9906276066884185,0.048451901777178244,-0.11178418754861044,-0.06175478519959272
