frame_idx,t_sec,cam1_origin_source,cam2_origin_source,cam3_origin_source,cam1_origin_held_frames,cam2_origin_held_frames,cam3_origin_held_frames,n_direct_cams,n_anchor_cams,n_held_cams,n_total_tags,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_n_cams,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_n_cams,pelvis_link_pos_x,pelvis_link_pos_y,pelvis_link_pos_z,pelvis_link_quat_w,pelvis_link_quat_x,pelvis_link_quat_y,pelvis_link_quat_z,torso_link_n_tags,torso_link_tags_used,torso_link_pos_x,torso_link_pos_y,torso_link_pos_z,torso_link_quat_w,torso_link_quat_x,torso_link_quat_y,torso_link_quat_z,torso_link_residual_max_pos_m,torso_link_residual_max_rot_deg,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z,torso_rot6d_0,torso_rot6d_1,torso_rot6d_2,torso_rot6d_3,torso_rot6d_4,torso_rot6d_5,obj_rot6d_0,obj_rot6d_1,obj_rot6d_2,obj_rot6d_3,obj_rot6d_4,obj_rot6d_5,obj_in_torso_pos_x,obj_in_torso_pos_y,obj_in_torso_pos_z,obj_in_torso_rot6d_0,obj_in_torso_rot6d_1,obj_in_torso_rot6d_2,obj_in_torso_rot6d_3,obj_in_torso_rot6d_4,obj_in_torso_rot6d_5,torso_yaw_rad,obj_yaw_rad
1,0.7034900188446045,direct,direct,direct,0,0,0,3,0,0,0,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.901158332824707,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.39943042605292023,0.9516208334063527,-0.742201414128379,0.5645470788570293,0.24912943937348586,-0.3510907347762715,-0.7042417299093442,1,-0.48275312685571226,0.9723480654593532,-0.7369374439204971,-0.018866677824764616,0.9345044914580654,-0.12082797322755044,-0.3342843173083081,2,12|pelvis_fk,-0.4909707644466643,0.9724839434630805,-0.7968334884548862,-0.007253694820799453,0.9591754952455768,-0.11005088472927077,-0.2604199608366344,0.10900676709046966,27.56350043469974,-0.4304414834034706,0.957423022577178,-0.7809912184953366,0.5645470788570293,0.24912943937348586,-0.3510907347762715,-0.7042417299093442,,,,,,,,-0.554485712805672,0.9806317792604793,-0.9361504359631667,0.5645470788570293,0.24912943937348586,-0.3510907347762715,-0.7042417299093442,-0.554485712805672,0.9806317792604793,-0.9361504359631667,0.5645470788570293,0.24912943937348586,-0.3510907347762715,-0.7042417299093442,pelvis,0,0,,,,,,,,-0.23844223638289583,-0.9700892987071573,0.04551980275196675,0.6202211470110072,-0.11604378341650602,0.7757960873391503,,,,,,,,,,,,,,,,-1.8118126052425538,
3,1.0777907371520996,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.4166097385226266,0.9558227034064505,-0.7355011710855442,-0.49925365565317226,-0.32111569011405966,0.47944048806398837,0.6463492239374001,1,-0.49605151457191204,0.9788504567076621,-0.7591385735662255,0.005614614832850608,0.9730795288843103,-0.15271018311707818,-0.17252335070626232,2,12|pelvis_fk,-0.4927179252314357,0.9751438174613987,-0.8202548068643112,0.011257764227643728,0.9815279161261609,-0.13305638179258195,-0.1370117216660591,0.09309522545287668,14.418326853053262,-0.4334833734912315,0.9579109639786413,-0.7825215880416805,-0.49925365565317226,-0.32111569011405966,0.47944048806398837,0.6463492239374001,,,,,,,,-0.500977913365651,0.9662640062674045,-0.9706032558662255,-0.49925365565317226,-0.32111569011405966,0.47944048806398837,0.6463492239374001,-0.500977913365651,0.9662640062674045,-0.9706032558662255,-0.49925365565317226,-0.32111569011405966,0.47944048806398837,0.6463492239374001,pelvis,0,0,,,,,,,,-0.2952610017590292,-0.9532961521452535,0.06361907846948461,0.33747269937209745,-0.0417652114438161,0.940408339122725,,,,,,,,,,,,,,,,-1.8711523809822903,
4,1.2542531490325928,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.39170040116411675,0.9500263832241391,-0.7477168677600813,0.5639940743429417,0.2397290493153383,-0.3474013095571029,-0.7097555897197447,1,-0.47465336106943795,0.9717396807766804,-0.740836522395132,-0.019044627567519134,0.9304400114675638,-0.1267168878092838,-0.3433096525951225,2,12|pelvis_fk,-0.48579376925683837,0.9724379228345598,-0.7992178580998635,-0.0073543477684344955,0.9567033301218582,-0.11447390334846391,-0.2675077141968327,0.10249392134480917,28.453645441589835,-0.4234019772803856,0.956148684646545,-0.7858944462196644,0.5639940743429417,0.2397290493153383,-0.3474013095571029,-0.7097555897197447,,,,,,,,-0.5502082817454609,0.9806378903361683,-0.9386047600579968,0.5639940743429417,0.2397290493153383,-0.3474013095571029,-0.7097555897197447,-0.5502082817454609,0.9806378903361683,-0.9386047600579968,0.5639940743429417,0.2397290493153383,-0.3474013095571029,-0.7097555897197447,pelvis,0,0,,,,,,,,-0.24888133404082494,-0.9671602650094879,0.051566494478844795,0.6340315223253764,-0.12244602844811674,0.7635515691916618,,,,,,,,,,,,,,,,-1.8226637496538105,
5,1.4227631092071533,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.4181056034378545,0.9567929810194227,-0.7332319624943389,0.5033301226981941,0.31737868250997214,-0.47344582946036246,-0.6494448444936988,1,-0.4979866869207448,0.9797260626978193,-0.7554375083406246,0.0049762125774429605,0.9717997395811138,-0.15109093437294754,-0.1809752276107791,2,12|pelvis_fk,-0.4947849507629842,0.9756455952718235,-0.8185115404658536,0.011187194477988214,0.9807814386580461,-0.13209204980338551,-0.14315832718464214,0.09929087420478838,15.065214278450707,-0.43576795740492974,0.9590437644345436,-0.7799542829242999,0.5033301226981941,0.31737868250997214,-0.47344582946036246,-0.6494448444936988,,,,,,,,-0.5064173732732306,0.9680468980950276,-0.9668435646441442,0.5033301226981941,0.31737868250997214,-0.47344582946036246,-0.6494448444936988,-0.5064173732732306,0.9680468980950276,-0.9668435646441442,0.5033301226981941,0.31737868250997214,-0.47344582946036246,-0.6494448444936988,pelvis,0,0,,,,,,,,-0.29185911894571037,-0.9542935337173877,0.06435919664985751,0.3532470793415043,-0.04501566830242019,0.9344464085992217,,,,,,,,,,,,,,,,-1.8676003391499547,
6,1.583439588546753,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.3988256649995452,0.9499647483704581,-0.7431960986043226,0.5643999548374384,0.24496585738132348,-0.3491425981994915,-0.7067841720210203,1,-0.4819909269121267,0.9711113261486733,-0.7371660522295735,-0.01910373818270679,0.9326462912196368,-0.1232804790008748,-0.33853783563882206,2,12|pelvis_fk,-0.49145064907769026,0.9717157143237874,-0.7971458129656281,-0.007317797024975782,0.9580216640056552,-0.11176924044804054,-0.26391017038417636,0.10795857469029996,27.936647011859133,-0.4301637588847651,0.9559199620806587,-0.7816988167071655,0.5643999548374384,0.24496585738132348,-0.3491425981994915,-0.7067841720210203,,,,,,,,-0.5555161344256447,0.979740816921461,-0.935709689118537,0.5643999548374384,0.24496585738132348,-0.3491425981994915,-0.7067841720210203,-0.5555161344256447,0.979740816921461,-0.935709689118537,0.5643999548374384,0.24496585738132348,-0.3491425981994915,-0.7067841720210203,pelvis,0,0,,,,,,,,-0.242888839393861,-0.9688739413695233,0.04783615194588201,0.6267618777043981,-0.11910427420401183,0.7700543620568575,,,,,,,,,,,,,,,,-1.8164260742871834,
7,1.7429046630859375,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.39599330129266797,0.9503228352525961,-0.7441856173117299,-0.4838751465947868,-0.3970400666438993,0.5150275539254201,0.585636958093391,1,-0.4713244125578617,0.9657141703120812,-0.7827645037735973,0.00811283789145848,0.9907898626287485,-0.10987464939006249,-0.07872224205942921,2,12|pelvis_fk,-0.4679112377735669,0.9640974117480366,-0.8397366925454781,0.013034100274975632,0.9925484893799233,-0.10125614869648085,-0.06651917626376896,0.060621643320162774,5.442917637200964,-0.40388216075414507,0.9503839813731433,-0.7935593163583783,-0.4838751465947868,-0.3970400666438993,0.5150275539254201,0.585636958093391,,,,,,,,-0.4354375986000536,0.9506285658553321,-0.9910541125449717,-0.4838751465947868,-0.3970400666438993,0.5150275539254201,0.585636958093391,-0.4354375986000536,0.9506285658553321,-0.9910541125449717,-0.4838751465947868,-0.3970400666438993,0.5150275539254201,0.585636958093391,pelvis,0,0,,,,,,,,-0.21644805597456307,-0.9757234865655153,0.03337539257097357,0.15777718922954256,-0.0012229224109437619,0.9874739809329667,,,,,,,,,,,,,,,,-1.7890947150169225,
8,1.8964197635650635,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.39424174787012745,0.9506846596837684,-0.7449622579282622,0.5645785978036889,0.24243938839552254,-0.34835429764986214,-0.7079007226760662,1,-0.47732432320456963,0.9720360723789867,-0.7385277531520414,-0.01870360780901896,0.9316365032625699,-0.12461851706335857,-0.34084281721718507,2,12|pelvis_fk,-0.4879007953957686,0.9727540431038879,-0.796875634717818,-0.007337565238898961,0.9572542356026555,-0.11338693686567804,-0.2659960358827915,0.1026842981238244,28.00027636588509,-0.4257628273226761,0.9566746887048575,-0.7833098928289001,0.5645785978036889,0.24243938839552254,-0.34835429764986214,-0.7079007226760662,,,,,,,,-0.5518471451328709,0.9806348047892143,-0.9367004324314516,0.5645785978036889,0.24243938839552254,-0.34835429764986214,-0.7079007226760662,-0.5518471451328709,0.9806348047892143,-0.9367004324314516,0.5645785978036889,0.24243938839552254,-0.34835429764986214,-0.7079007226760662,pelvis,0,0,,,,,,,,-0.24494829971285131,-0.9682408005197115,0.050100725311427986,0.6304215890509738,-0.11980058042178365,0.7669526980127578,,,,,,,,,,,,,,,,-1.8185803848458457,
9,2.0523056983947754,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.40142081221526804,0.9522030034782687,-0.7413629684429159,0.5627456201687577,0.2543615586549856,-0.35618788962423603,-0.701247282878529,1,-0.48485703898752114,0.9727766500457778,-0.7374743788625688,-0.018337665870260453,0.9372711756632541,-0.12016399683951087,-0.3267217273840327,2,12|pelvis_fk,-0.49244754734062224,0.9730159993489668,-0.7973921748136692,-0.00690535479700811,0.9607511534421589,-0.10957382845682759,-0.25476089447166467,0.10804339307377055,26.79118759899017,-0.4318231452468964,0.9578477589048601,-0.7806546327294784,0.5627456201687577,0.2543615586549856,-0.35618788962423603,-0.701247282878529,,,,,,,,-0.5534324773734098,0.9804267806112255,-0.9378212898757283,0.5627456201687577,0.2543615586549856,-0.35618788962423603,-0.701247282878529,-0.5534324773734098,0.9804267806112255,-0.9378212898757283,0.5627456201687577,0.2543615586549856,-0.35618788962423603,-0.701247282878529,pelvis,0,0,,,,,,,,-0.23723512891897336,-0.9704486877479692,0.044145645935271,0.6080466606325672,-0.11289510853182678,0.7858332857312492,,,,,,,,,,,,,,,,-1.810553377740333,
10,2.222670793533325,direct,direct,direct,0,0,0,3,0,0,3,0,,,,,,,,0,1,8,-0.4181780242609512,0.9559270696297236,-0.7339998223858559,-0.493914944439997,-0.331415287233961,0.490261753777723,0.6370677733406841,1,-0.49685515448898543,0.9783056737652426,-0.7606288902633969,0.007846818821537269,0.9763298793961825,-0.15099964772222443,-0.15465283838449848,2,12|pelvis_fk,-0.4923285108633103,0.9739289613685066,-0.8228386704736304,0.013277521277698701,0.9834733836358668,-0.13192856132008296,-0.12328286911226795,0.09369716863385699,13.017905594656263,-0.4333957296535519,0.9574962136738863,-0.781601915087256,-0.493914944439997,-0.331415287233961,0.490261753777723,0.6370677733406841,,,,,,,,-0.4942665512239547,0.9637727898505367,-0.9720102858928561,-0.493914944439997,-0.331415287233961,0.490261753777723,0.6370677733406841,-0.4942665512239547,0.9637727898505367,-0.9720102858928561,-0.493914944439997,-0.331415287233961,0.490261753777723,0.6370677733406841,pelvis,0,0,,,,,,,,-0.2924238700929314,-0.9542750676442924,0.062027215577953224,0.304354107852014,-0.031382880883252515,0.9520418540280006,,,,,,,,,,,,,,,,-1.8681468502128444,
