frame_idx,t_sec,cam1_origin_source,cam2_origin_source,cam3_origin_source,cam1_origin_held_frames,cam2_origin_held_frames,cam3_origin_held_frames,n_direct_cams,n_anchor_cams,n_held_cams,n_total_tags,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_n_cams,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_n_cams,pelvis_link_pos_x,pelvis_link_pos_y,pelvis_link_pos_z,pelvis_link_quat_w,pelvis_link_quat_x,pelvis_link_quat_y,pelvis_link_quat_z,torso_link_n_tags,torso_link_tags_used,torso_link_pos_x,torso_link_pos_y,torso_link_pos_z,torso_link_quat_w,torso_link_quat_x,torso_link_quat_y,torso_link_quat_z,torso_link_residual_max_pos_m,torso_link_residual_max_rot_deg,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z,torso_rot6d_0,torso_rot6d_1,torso_rot6d_2,torso_rot6d_3,torso_rot6d_4,torso_rot6d_5,obj_rot6d_0,obj_rot6d_1,obj_rot6d_2,obj_rot6d_3,obj_rot6d_4,obj_rot6d_5,obj_in_torso_pos_x,obj_in_torso_pos_y,obj_in_torso_pos_z,obj_in_torso_rot6d_0,obj_in_torso_rot6d_1,obj_in_torso_rot6d_2,obj_in_torso_rot6d_3,obj_in_torso_rot6d_4,obj_in_torso_rot6d_5,torso_yaw_rad,obj_yaw_rad
11,2.2781124114990234,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.4397990703582764,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.597033739089966,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.759317398071289,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.9134702682495117,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.073808193206787,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.243924140930176,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.4107072353363037,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.573228120803833,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.725874423980713,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3.8846848011016846,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4.0423479080200195,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4.198796510696411,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4.349110841751099,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4.501253604888916,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4.65446138381958,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.812664031982422,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.962407827377319,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5.129287481307983,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5.298717498779297,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5.466738224029541,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5.646946907043457,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5.803434371948242,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5.964427709579468,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,6.129011392593384,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6.284552097320557,anchor:10,direct,direct,0,0,0,2,1,0,1,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6.452351331710815,anchor:10,direct,direct,0,0,0,2,1,0,3,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,-1.3493523185767173,1.7783392587612328,-0.34825423776479525,0.671656329084676,0.25938428214849735,-0.12549524647857105,-0.6825309611190462,,,,,,,0.0368048604503872,-0.9819554685054942,-0.18549625365322814,0.8517494908219224,-0.06625743742356051,0.5197429719300285,,,,,,,,,,,-1.5333326727219188
38,6.629312515258789,anchor:10,direct,direct,0,0,0,2,1,0,4,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1.3569770364438014,1.518568475406951,-0.27165127808648626,0.5338766259232905,-0.2205754454868136,-0.1851915393220538,-0.7950008269835855,,,,,,,-0.3326444422821136,-0.7671673056597427,0.5484541914741758,0.9305621308051457,-0.36135968411258235,0.05893470462673807,,,,,,,,,,,-1.979929409243576
39,6.811522960662842,anchor:10,direct,direct,0,0,0,2,1,0,4,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1.1303961641335232,1.4181945439971517,-0.31541613754203374,-0.4384174136935333,0.13817431913557196,0.17844779685575113,0.8699738000072318,,,,,,,-0.5773960578033887,-0.7135095210970387,0.3968853181171858,0.8121371324241844,-0.5518931103352038,0.18933376059846807,,,,,,,,,,,-2.2511423601685414
40,6.969722032546997,anchor:10,direct,direct,0,0,0,2,1,0,2,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-0.6835464928184868,1.4129103321173784,-0.26113628557312785,-0.3116549424486813,-0.12880558085257757,-0.009144649805645208,0.9413802072321636,,,,,,,-0.7725606383770781,-0.5844158247547164,-0.24820999940910066,0.5891273524743537,-0.805575144454482,0.06306860711715036,,,,,,,,,,,-2.49396615785037
41,7.142378091812134,hold,direct,direct,1,0,0,2,0,1,4,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-0.8305346435584307,1.068441145405935,-0.2622209519682935,-0.3279471929991657,0.27169011371171814,0.2848001582019907,0.8587921696216161,,,,,,,-0.6372702414305638,-0.40852218806011675,0.6534495093345826,0.7180317375281733,-0.6226790169841783,0.3109682712269703,,,,,,,,,,,-2.5715348144193326
42,7.327415704727173,hold,direct,direct,2,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7936514635277272,0.9690625496353511,-0.3303418440964204,-0.43686580730200586,0.08614878246772906,0.33878048368379804,0.8288271457696512,,,,,,,-0.6034533073793894,-0.6658014279145772,0.4388081179738896,0.7825435326873267,-0.3887521005706773,0.4863100078665098,,,,,,,,,,,-2.307112108576806
43,7.483260631561279,hold,direct,direct,3,0,0,2,0,1,2,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-0.7889928922660996,0.8233549627932295,-0.44244072780782423,0.6039182228836663,0.10530151522605141,-0.41917943406665886,-0.6696887135197126,,,,,,,-0.24838874192026414,-0.8971548946257826,0.36526172525501316,0.720593976390511,0.08085723575081959,0.6886264797525921,,,,,,,,,,,-1.840893465047204
44,7.6630024909973145,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6738151832637292,0.7679430278700644,-0.5406024883670841,0.551636320811838,0.06745182746162962,-0.4058783154704134,-0.7255414623329016,,,,,,,-0.38229524106653123,-0.8552245139665796,0.34991624621973605,0.7457155775444708,-0.06192032518415708,0.6633808489371738,,,,,,,,,,,-1.9911622834923879
45,7.833295822143555,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6560486086929841,0.7576394235858372,-0.5518205282306976,0.5858443622933445,0.04847882166103735,-0.39211826402034533,-0.7075870646366657,,,,,,,-0.30887237403892404,-0.8670906480811297,0.39083457442478914,0.791052922515218,-0.006059300381550691,0.6117177115786487,,,,,,,,,,,-1.9129988477123068
46,8.003084897994995,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6560811439843539,0.7598867634679747,-0.5534920072055758,0.5830453338636048,0.046558365777664264,-0.3939333633955801,-0.7090183089595337,,,,,,,-0.3157809144719822,-0.8634614205754335,0.39334055121877937,0.7900978460754451,-0.009749287727446841,0.6129032101529156,,,,,,,,,,,-1.9214021030851556
47,8.162680387496948,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6547008798673013,0.7629753574884323,-0.5474884239089702,0.5835220155253975,0.048475969299018415,-0.39268755910311576,-0.7091887045937318,,,,,,,-0.31430427559539664,-0.8657262647031384,0.3895264521770044,0.7895826244663822,-0.010597076645629656,0.6135527533206471,,,,,,,,,,,-1.9190517533329259
48,8.355029821395874,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6887493669519722,0.7876419718057567,-0.5148365159088955,0.6126897918423758,0.1568489762952632,-0.402776512047148,-0.6616499822038899,,,,,,,-0.20001923521454903,-0.9371225469187692,0.2859958699014111,0.6844222125572812,0.07523539936943925,0.7251936773303499,,,,,,,,,,,-1.7810807293568673
49,8.523333311080933,anchor:10,direct,direct,0,0,0,2,1,0,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6558979633125123,0.7617441594733348,-0.5508266718820369,0.5851265028299402,0.052426063580073144,-0.3928172652447415,-0.7075118936591417,,,,,,,-0.30975696708700456,-0.8691556459408666,0.3855114582864888,0.786780194248581,-0.006643143623293071,0.6171975328701211,,,,,,,,,,,-1.9131509726693234
50,8.701809644699097,anchor:10,direct,direct,0,0,0,2,1,0,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-0.6901714843381956,0.7862682149898133,-0.5137689534118229,0.6131365501451457,0.15639487881488734,-0.39971385200242293,-0.6631991022867653,,,,,,,-0.19920842551317147,-0.9382896181600311,0.28271645805942475,0.6882368203818282,0.07141518521301106,0.7219625685530399,,,,,,,,,,,-1.7800000815113348
51,8.88394570350647,anchor:10,direct,direct,0,0,0,2,1,0,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-0.6938008829997082,0.7863053072455258,-0.5148337248253348,0.6097575807508526,0.1515562512091529,-0.3990815193768837,-0.6678026177907165,,,,,,,-0.2104527908725914,-0.9353620152935336,0.28426664095520626,0.6934288192790802,0.062140732782588914,0.7178405128734819,,,,,,,,,,,-1.792107042149024
52,9.05614447593689,anchor:10,direct,direct,0,0,0,2,1,0,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-0.6785610089026951,0.7626418100225122,-0.5445730556645596,0.5723255226229808,0.007289633291705874,-0.3776903695156413,-0.7278326333546352,,,,,,,-0.34478071480160877,-0.8386208331166598,0.4217124102556286,0.827607935950348,-0.059586961858940475,0.5581348388413196,,,,,,,,,,,-1.9608590592232031
53,9.225101947784424,hold,direct,direct,1,0,0,2,0,1,6,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7834460165603114,0.8097873117463075,-0.48238920708840294,0.5410966996564384,-0.038792759779092266,-0.3720254584150247,-0.7531975449380611,,,,,,,-0.4114189668192637,-0.7862416230306322,0.46104071832705507,0.8439691999906351,-0.13762283982400206,0.5184360552912427,,,,,,,,,,,-2.0528884741617706
54,9.404080152511597,hold,direct,direct,2,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7389951365912637,0.9457832092670597,-0.37017817996244806,-0.38974589184366404,0.19323700996010806,0.2846942586710152,0.8542287614289426,,,,,,,-0.621515195545328,-0.5558373663264704,0.5520540588579218,0.7758912355200562,-0.5340946377414961,0.335761386372734,,,,,,,,,,,-2.411921067623727
55,9.590957403182983,hold,direct,direct,3,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6920452859975599,1.0830555418028731,-0.2829685617403986,-0.29322678197018676,0.15400849215746854,0.2125175936876339,0.9193126296597961,,,,,,,-0.7805988773575829,-0.4736751397178521,0.40779560404858994,0.6045931963609164,-0.7377086534172527,0.30042138670107105,,,,,,,,,,,-2.5961809018478257
56,9.763564825057983,hold,direct,direct,4,0,0,2,0,1,4,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-0.5558045109474707,1.173140061575184,-0.25809985712244643,-0.23845092297828793,0.31372896707041914,0.11952573533788871,0.9112787121093454,,,,,,,-0.6894305851034612,-0.3595931290141019,0.6287911019486102,0.5095878709576543,-0.8577095118454792,0.06822459279933475,,,,,,,,,,,-2.66083054944416
57,9.948261499404907,hold,direct,direct,5,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.5583647306804876,1.1664905183019796,-0.26297814648901585,-0.2390267898397711,0.3032045151820983,0.12401263977991576,0.9140864734186255,,,,,,,-0.7018664314241653,-0.3617799261125793,0.6135949783871152,0.5121846953962659,-0.8549741178274214,0.08176854925371274,,,,,,,,,,,-2.6656583427929332
58,10.11598253250122,hold,direct,direct,6,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.5643207034297562,1.1640683780346621,-0.25659475424700384,-0.24029729131626915,0.2989096758123395,0.12076406859642047,0.9156015821457852,,,,,,,-0.705820434983653,-0.3678380630411751,0.6054029013290281,0.512228257416916,-0.8553465030442068,0.07748917365463086,,,,,,,,,,,-2.6611688470052606
59,10.301757097244263,hold,direct,direct,7,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.5673633385987835,1.1653320922901305,-0.25883608085227033,-0.242141302075175,0.30191364593024606,0.13059300616340783,0.9127766468154458,,,,,,,-0.7004314804608897,-0.36318623027983715,0.6144033718287095,0.5208974727749797,-0.8486261131410862,0.0921929658471421,,,,,,,,,,,-2.663240743496466
60,10.474111795425415,hold,direct,direct,8,0,0,2,0,1,5,0,,,,,,,,0,0,-1,,,,,,,,0,,,,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.5586235818439289,1.1650264007257076,-0.25711744036226036,-0.23993315161111609,0.30616788790761357,0.12314012079117878,0.91297854181995,,,,,,,-0.6973866143442966,-0.36270453638571576,0.6181402182503761,0.5135107391830113,-0.8545371868189823,0.07792892330334032,,,,,,,,,,,-2.6620016940687976
