frame_idx,t_sec,origin_visible,origin_held_frames,origin_source,head_visible,head_pos_x,head_pos_y,head_pos_z,head_quat_w,head_quat_x,head_quat_y,head_quat_z,head_margin,pelvis_visible,pelvis_used_id,pelvis_pos_x,pelvis_pos_y,pelvis_pos_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,pelvis_margin_max,root_pos_x,root_pos_y,root_pos_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,torso_head_pos_x,torso_head_pos_y,torso_head_pos_z,torso_head_quat_w,torso_head_quat_x,torso_head_quat_y,torso_head_quat_z,torso_pelvis_pos_x,torso_pelvis_pos_y,torso_pelvis_pos_z,torso_pelvis_quat_w,torso_pelvis_quat_x,torso_pelvis_quat_y,torso_pelvis_quat_z,torso_pos_x,torso_pos_y,torso_pos_z,torso_quat_w,torso_quat_x,torso_quat_y,torso_quat_z,torso_path,box_visible,box_n_tags,obj_pos_x,obj_pos_y,obj_pos_z,obj_quat_w,obj_quat_x,obj_quat_y,obj_quat_z
1,0.4972069263458252,0,0,,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0.30858788694783357,0.2292421218549061,2.4201368554199743,-0.19612052615109274,0.07966163291370645,0.21281437808572512,0.9538872071391493
2,0.6510374546051025,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6845483027698623,0.5006406613017585,-0.13770851620779315,0.9771449248240064,0.061893127167174655,-0.06414435820543549,0.19298325836861493
3,0.7466697692871094,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6990660505770665,0.5187224749036152,-0.12105012296640386,0.9766960347354271,0.009586979653671598,-0.08936904623956196,0.19490027995732764
4,0.8359525203704834,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6881233801831466,0.5085853913941568,-0.10674262634159667,0.9764445556047675,0.07666282087425397,-0.06438821886900153,0.19113607455498238
5,0.9232101440429688,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6986063439852065,0.5132985199194768,-0.10873176740970156,0.9781402663415624,0.01737296770039208,-0.07079089689841656,0.194752274109589
6,1.0125906467437744,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6857312715747306,0.5096696895421214,-0.13147413280796932,0.974654823725139,0.07402912830414443,-0.08452498972355389,0.19345074014870045
7,1.1016666889190674,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6939765252294927,0.5227553550493208,-0.11404904334603742,0.9753801270005141,0.03896083882429851,-0.1002838624556677,0.19250664357767158
8,1.1953401565551758,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6852092095801596,0.5109593578860434,-0.12816042027349867,0.9750191636010773,0.07543114610223467,-0.07998441299143415,0.1930032810259315
9,1.2821342945098877,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6829086513821264,0.5190457565263656,-0.14751119064229873,0.9728354951386466,0.059436543307505224,-0.11410768554251595,0.19245215721869585
10,1.3925094604492188,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6901030673663785,0.5139501925209001,-0.11766424327620428,0.9753262629117083,0.06036620310217608,-0.08606037083925124,0.19413452801786393
11,1.4799385070800781,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6865813378582146,0.5097426689262997,-0.11594666317023554,0.9768393118028732,0.07077376714261627,-0.060693027887048674,0.1925938450907339
12,1.570171594619751,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.7004858730992314,0.5209602620997139,-0.08920440582570736,0.9781648057231529,0.01518995092860168,-0.07160811741333864,0.19451261078884055
13,1.6592464447021484,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6941515865104949,0.5106434270987736,-0.10414847071511515,0.9777442932422993,0.04513249659959278,-0.06575720320225478,0.19404933653538178
14,1.7472970485687256,1,0,tag1,0,,,,,,,,0.0,0,-1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-0.6838397215490286,0.5145665555303124,-0.12790876920959832,0.9735799628421077,0.08208979837520487,-0.0909503417422473,0.19269498252950645
